Time (s)	Drive Voltage (V)	Bias Voltage (V)	Resistor Voltage Drop (V)	Current (A)	Raw AO0 (V)	Raw AI0 (V)	Raw AI1 (V)
1.13299989700317	-0.19	-0.171131308712065	-0.0188686912879348	-8.6952494414446E-06	-0.19	-0.198855783324689	-0.0188686912879348
1.25999927520752	-0.18	-0.161131308712065	-0.0188686912879348	-8.6952494414446E-06	-0.18	-0.18872946780175	-0.0188686912879348
1.30900001525879	-0.17	-0.153091240748763	-0.0169087592512369	-7.79205495448706E-06	-0.17	-0.178603152278811	-0.0169087592512369
1.4210000038147	-0.16	-0.144397862106562	-0.0156021378934383	-7.18992529651536E-06	-0.16	-0.169130147434771	-0.0156021378934383
1.52500009536743	-0.15	-0.134724517446011	-0.0152754825539887	-7.03939288202244E-06	-0.15	-0.159657142590731	-0.0152754825539887
1.64099979400635	-0.14	-0.125051172785461	-0.0149488272145391	-6.88886046752952E-06	-0.14	-0.149857482407242	-0.0149488272145391
1.74699974060059	-0.13	-0.116684449482709	-0.0133155505172908	-6.1361983950649E-06	-0.13	-0.139404511544853	-0.0133155505172908
1.85399961471558	-0.12	-0.107664415501058	-0.0123355844989419	-5.68460115158613E-06	-0.12	-0.128624885343015	-0.0123355844989419
1.96399974822998	-0.11	-0.0983177261799573	-0.0116822738200426	-5.38353632260028E-06	-0.11	-0.119151880498976	-0.0116822738200426
2.07899951934814	-0.1	-0.0892976921983063	-0.0107023078016937	-4.93193907912151E-06	-0.1	-0.109352220315486	-0.0107023078016937
2.19099998474121	-0.09	-0.0806043135561049	-0.0093956864438951	-4.32980942114982E-06	-0.09	-0.0995525601319969	-0.0093956864438951
2.29199934005737	-0.08	-0.0715842795744538	-0.00841572042554617	-3.87821217767105E-06	-0.08	-0.0904062106274068	-0.00841572042554617
2.40299940109253	-0.07	-0.0622375902533531	-0.00776240974664688	-3.5771473486852E-06	-0.07	-0.0796265844255686	-0.00776240974664688
2.51799964904785	-0.06	-0.0538708669506013	-0.00612913304939866	-2.82448527622058E-06	-0.06	-0.06917361356318	-0.00612913304939866
2.61699914932251	-0.05	-0.0455041436478495	-0.00449585635215044	-2.07182320375596E-06	-0.05	-0.059047298040241	-0.00449585635215044
2.73899936676025	-0.04	-0.0361574543267488	-0.00384254567325115	-1.77075837477012E-06	-0.04	-0.0492476378567517	-0.00384254567325115
2.83899974822998	-0.03	-0.0264841096661985	-0.00351589033380151	-1.62022596027719E-06	-0.03	-0.0387946669943631	-0.00351589033380151
2.94899988174438	-0.02	-0.0184440417028963	-0.00155595829710364	-7.17031473319651E-07	-0.02	-0.0299749728292227	-0.00155595829710364
3.05899953842163	-0.00999999999999997	-0.00909735238179561	-0.000902647618204355	-4.15966644333804E-07	-0.00999999999999997	-0.0198486573062837	-0.000902647618204355
3.17200040817261	3.12250225675825E-17	-0.00040397373959419	0.000403973739594221	1.8616301363789E-07	3.12250225675825E-17	-0.00906903110444546	0.000403973739594221
3.2819995880127	0.01	0.00926937092095617	0.000730629079043865	3.36695428130813E-07	0.01	7.7318400144577E-05	0.000730629079043865
3.39300012588501	0.02	0.0176360942237079	0.00236390577629209	1.08935750059543E-06	0.02	0.0118369106203318	0.00236390577629209
3.50099945068359	0.03	0.0269827835448087	0.00301721645519137	1.39042232958128E-06	0.03	0.0200032941065729	0.00301721645519137
3.6060004234314	0.04	0.0360028175264597	0.00399718247354031	1.84201957306005E-06	0.04	0.0317628863267601	0.00399718247354031
3.72599983215332	0.05	0.0456761621870101	0.00432383781298995	1.99255198755297E-06	0.05	0.0412358911707997	0.00432383781298995
