Time (s)	Drive Voltage (V)	Bias Voltage (V)	Resistor Voltage Drop (V)	Current (A)	Raw AO0 (V)	Raw AI0 (V)	Raw AI1 (V)
1.17199993133545	-0.8	-0.68509463891387	-0.11490536108613	-5.29517793023641E-05	-0.8	-0.999488020315766	-0.11490536108613
1.2960000038147	-0.6	-0.513513653445989	-0.0864863465540111	-3.98554592414798E-05	-0.6	-0.800881573930383	-0.0864863465540111
1.39800024032593	-0.4	-0.336706182546914	-0.0632938174530864	-2.91676578124822E-05	-0.4	-0.600315195508301	-0.0632938174530864
1.50100040435791	-0.2	-0.158918745629489	-0.0410812543705106	-1.89314536269634E-05	-0.2	-0.39974881708622	-0.0410812543705106
1.61700010299683	-5.55111512312578E-17	0.019522001966834	-0.0195220019668341	-8.99631427043045E-06	-5.55111512312578E-17	-0.199182438664138	-0.0195220019668341
1.72100019454956	0.2	0.198942715581506	0.00105728441849351	4.87227842623737E-07	0.2	7.7318400144577E-05	0.00105728441849351
1.83899974822998	0.4	0.378690084535629	0.0213099154643714	9.820237541185E-06	0.4	0.201297007501125	0.0213099154643714
1.94799947738647	0.6	0.557130832131952	0.042869167868048	1.9755376897718E-05	0.6	0.400556764565408	0.042869167868048
2.05100059509277	0.8	0.734264958370477	0.065735041629523	3.02926459122226E-05	0.8	0.60046983230859	0.065735041629523
2.16700029373169	1	0.912052395287901	0.0879476047120988	4.05288500977414E-05	1	0.801362866070122	0.0879476047120988
2.27200031280518	0.8	0.684940002113581	0.115059997886419	5.30230405006541E-05	0.8	0.999969312455505	0.115059997886419
2.37800073623657	0.6	0.510745773930103	0.0892542260698974	4.11309797557131E-05	0.6	0.800056244712323	0.0892542260698974
2.48800039291382	0.4	0.335244924388826	0.0647550756111741	2.98410486687438E-05	0.4	0.60046983230859	0.0647550756111741
2.60100030899048	0.2	0.158437453489751	0.0415625465102494	1.91532472397463E-05	0.2	0.400230109225959	0.0415625465102494
2.71099996566772	5.55111512312578E-17	-0.0213099154643714	0.0213099154643714	9.820237541185E-06	5.55111512312578E-17	0.200317041482776	0.0213099154643714
2.8120002746582	-0.2	-0.200730629079044	0.000730629079043865	3.36695428130813E-07	-0.2	0.000730629079043865	0.000730629079043865
2.92700004577637	-0.4	-0.380477998033166	-0.0195220019668341	-8.99631427043045E-06	-0.4	-0.199509094003588	-0.0195220019668341
3.03499984741211	-0.6	-0.558918745629489	-0.0410812543705106	-1.89314536269634E-05	-0.6	-0.398442195728421	-0.0410812543705106
3.15399980545044	-0.8	-0.737359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.8	-0.599008574150503	-0.0626405067741871
3.25999975204468	-1	-0.91220703208819	-0.0877929679118097	-4.04575888994515E-05	-1	-0.799248297233135	-0.0877929679118097
3.3730001449585	-0.8	-0.68542129425332	-0.11457870574668	-5.28012468878712E-05	-0.8	-0.999488020315766	-0.11457870574668
3.47499990463257	-0.6	-0.51286034276709	-0.0871396572329104	-4.01565240704656E-05	-0.6	-0.799574952572584	-0.0871396572329104
3.58900022506714	-0.4	-0.337359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.4	-0.599335229489952	-0.0626405067741871
3.6879997253418	-0.2	-0.159898711647838	-0.0401012883521616	-1.84798563834846E-05	-0.2	-0.39942216174677	-0.0401012883521616
3.80000066757202	-5.55111512312578E-17	0.019522001966834	-0.0195220019668341	-8.99631427043045E-06	-5.55111512312578E-17	-0.199509094003588	-0.0195220019668341
3.91599988937378	0.2	0.198942715581506	0.00105728441849351	4.87227842623737E-07	0.2	0.00105728441849351	0.00105728441849351
4.02000045776367	0.4	0.378363429196179	0.0216365708038211	9.97076995567792E-06	0.4	0.200970352161676	0.0216365708038211
4.13300085067749	0.6	0.557457487471402	0.0425425125285983	1.9604844483225E-05	0.6	0.400556764565408	0.0425425125285983
4.23900032043457	0.8	0.735898235067725	0.0641017649322748	2.9539983839758E-05	0.8	0.60079648764804	0.0641017649322748
4.35099983215332	1	0.912379050627351	0.0876209493726492	4.03783176832485E-05	1	0.800056244712323	0.0876209493726492
4.4660005569458	0.8	0.68559331279248	0.11440668720752	5.27219756716682E-05	0.8	1.0006226231344	0.11440668720752
4.57100057601929	0.6	0.511399084609002	0.0886009153909981	4.08299149267272E-05	0.6	0.800056244712323	0.0886009153909981
4.67800045013428	0.4	0.334918269049376	0.0650817309506238	2.99915810832368E-05	0.4	0.60046983230859	0.0650817309506238
4.78899955749512	0.2	0.157784142810851	0.0422158571891487	1.94543120687321E-05	0.2	0.400883419904858	0.0422158571891487
4.90100049972534	5.55111512312578E-17	-0.0206566047854721	0.0206566047854722	9.51917271219915E-06	5.55111512312578E-17	0.200643696822226	0.0206566047854722
5.00900030136108	-0.2	-0.200403973739594	0.000403973739594221	1.8616301363789E-07	-0.2	0.00138393975794315	0.000403973739594221
5.10999965667725	-0.4	-0.380804653372616	-0.0191953466273844	-8.84578185593752E-06	-0.4	-0.198855783324689	-0.0191953466273844
5.22399950027466	-0.6	-0.559245400968939	-0.0407545990310609	-1.87809212124705E-05	-0.6	-0.39909550640732	-0.0407545990310609
5.33500003814697	-0.8	-0.736706182546914	-0.0632938174530864	-2.91676578124822E-05	-0.8	-0.598681918811053	-0.0632938174530864
5.44000005722046	-1	-0.91286034276709	-0.0871396572329104	-4.01565240704656E-05	-1	-0.799248297233135	-0.0871396572329104
5.55599975585938	-0.8	-0.686074604932219	-0.113925395067781	-5.25001820588854E-05	-0.8	-0.999161364976317	-0.113925395067781
5.6680006980896	-0.6	-0.513513653445989	-0.0864863465540111	-3.98554592414798E-05	-0.6	-0.799574952572584	-0.0864863465540111
5.77399969100952	-0.4	-0.338012803904712	-0.0619871960952878	-2.85655281545105E-05	-0.4	-0.598681918811053	-0.0619871960952878
5.88399982452393	-0.2	-0.159245400968939	-0.0407545990310609	-1.87809212124705E-05	-0.2	-0.398442195728421	-0.0407545990310609
5.9850001335144	-5.55111512312578E-17	0.019522001966834	-0.0195220019668341	-8.99631427043045E-06	-5.55111512312578E-17	-0.199509094003588	-0.0195220019668341
6.09899997711182	0.2	0.199269370920956	0.000730629079043865	3.36695428130813E-07	0.2	0.000730629079043865	0.000730629079043865
6.20599985122681	0.4	0.379016739875078	0.0209832601249218	9.66970512669207E-06	0.4	0.199990386143327	0.0209832601249218
6.3149995803833	0.6	0.557457487471402	0.0425425125285983	1.9604844483225E-05	0.6	0.401210075244308	0.0425425125285983
6.42800045013428	0.8	0.735898235067725	0.0641017649322748	2.9539983839758E-05	0.8	0.60079648764804	0.0641017649322748
6.53400039672852	1	0.9127057059668	0.0872942940331995	4.02277852687556E-05	1	0.801036210730672	0.0872942940331995
6.65399980545044	0.8	0.68526665745303	0.11473334254697	5.28725080861611E-05	0.8	0.999316001776606	0.11473334254697
6.75200033187866	0.6	0.512052395287901	0.0879476047120988	4.05288500977414E-05	0.6	0.801036210730672	0.0879476047120988
6.86700010299683	0.4	0.334918269049376	0.0650817309506238	2.99915810832368E-05	0.4	0.60079648764804	0.0650817309506238
6.9680004119873	0.2	0.157457487471402	0.0425425125285983	1.9604844483225E-05	0.2	0.400556764565408	0.0425425125285983
7.10000038146973	5.55111512312578E-17	-0.0213099154643714	0.0213099154643714	9.820237541185E-06	5.55111512312578E-17	0.199990386143327	0.0213099154643714
7.2160005569458	-0.2	-0.200730629079044	0.000730629079043865	3.36695428130813E-07	-0.2	0.000730629079043865	0.000730629079043865
7.31500005722046	-0.4	-0.380151342693716	-0.0198486573062837	-9.14684668492337E-06	-0.4	-0.199182438664138	-0.0198486573062837
7.42799997329712	-0.6	-0.559572056308389	-0.0404279436916113	-1.86303887979776E-05	-0.6	-0.39942216174677	-0.0404279436916113
7.53399991989136	-0.8	-0.737359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.8	-0.599008574150503	-0.0626405067741871
7.65299940109253	-1	-0.913186998106539	-0.0868130018934608	-4.00059916559727E-05	-1	-0.799574952572584	-0.0868130018934608
7.75500059127808	-0.8	-0.686074604932219	-0.113925395067781	-5.25001820588854E-05	-0.8	-0.999488020315766	-0.113925395067781
7.86400079727173	-0.6	-0.513186998106539	-0.0868130018934608	-4.00059916559727E-05	-0.6	-0.799248297233135	-0.0868130018934608
7.98200035095215	-0.4	-0.337359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.4	-0.599335229489952	-0.0626405067741871
8.08400058746338	-0.2	-0.159898711647838	-0.0401012883521616	-1.84798563834846E-05	-0.2	-0.39909550640732	-0.0401012883521616
8.19899988174438	-5.55111512312578E-17	0.0198486573062837	-0.0198486573062837	-9.14684668492337E-06	-5.55111512312578E-17	-0.199509094003588	-0.0198486573062837
8.29900026321411	0.2	0.199922681599855	7.7318400144577E-05	3.56305991449664E-08	0.2	0.00138393975794315	7.7318400144577E-05
8.40700054168701	0.4	0.379016739875078	0.0209832601249218	9.66970512669207E-06	0.4	0.200970352161676	0.0209832601249218
8.51700019836426	0.6	0.557457487471402	0.0425425125285983	1.9604844483225E-05	0.6	0.400556764565408	0.0425425125285983
8.63299989700317	0.8	0.735898235067725	0.0641017649322748	2.9539983839758E-05	0.8	0.60079648764804	0.0641017649322748
8.73400020599365	1	0.911399084609002	0.0886009153909981	4.08299149267272E-05	1	0.800709555391222	0.0886009153909981
8.8560004234314	0.8	0.68526665745303	0.11473334254697	5.28725080861611E-05	0.8	1.00029596779495	0.11473334254697
8.95499992370605	0.6	0.511072429269552	0.0889275707304478	4.09804473412202E-05	0.6	0.800382900051773	0.0889275707304478
9.06700086593628	0.4	0.336224890407175	0.0637751095928252	2.93894514252651E-05	0.4	0.60079648764804	0.0637751095928252
9.17499971389771	0.2	0.157784142810851	0.0422158571891487	1.94543120687321E-05	0.2	0.400556764565408	0.0422158571891487
9.28800058364868	5.55111512312578E-17	-0.0213099154643714	0.0213099154643714	9.820237541185E-06	5.55111512312578E-17	0.200317041482776	0.0213099154643714
9.39400053024292	-0.2	-0.200730629079044	0.000730629079043865	3.36695428130813E-07	-0.2	0.000403973739594221	0.000730629079043865
9.50700044631958	-0.4	-0.381131308712065	-0.0188686912879348	-8.6952494414446E-06	-0.4	-0.199182438664138	-0.0188686912879348
9.61300039291382	-0.6	-0.559572056308389	-0.0404279436916113	-1.86303887979776E-05	-0.6	-0.398768851067871	-0.0404279436916113
9.72000026702881	-0.8	-0.737359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.8	-0.599008574150503	-0.0626405067741871
9.83500003814697	-1	-0.91286034276709	-0.0871396572329104	-4.01565240704656E-05	-1	-0.799574952572584	-0.0871396572329104
9.95100069046021	-0.8	-0.68542129425332	-0.11457870574668	-5.28012468878712E-05	-0.8	-0.999488020315766	-0.11457870574668
10.0520000457764	-0.6	-0.51286034276709	-0.0871396572329104	-4.01565240704656E-05	-0.6	-0.799248297233135	-0.0871396572329104
10.1699995994568	-0.4	-0.337359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.4	-0.599661884829402	-0.0626405067741871
10.2660002708435	-0.2	-0.159245400968939	-0.0407545990310609	-1.87809212124705E-05	-0.2	-0.398768851067871	-0.0407545990310609
10.3759999275208	-5.55111512312578E-17	0.0185420359484851	-0.0185420359484851	-8.54471702695167E-06	-5.55111512312578E-17	-0.198855783324689	-0.0185420359484851
10.492000579834	0.2	0.199269370920956	0.000730629079043865	3.36695428130813E-07	0.2	0.000730629079043865	0.000730629079043865
10.5939998626709	0.4	0.378690084535629	0.0213099154643714	9.820237541185E-06	0.4	0.201297007501125	0.0213099154643714
10.7170000076294	0.6	0.558437453489751	0.0415625465102494	1.91532472397463E-05	0.6	0.400556764565408	0.0415625465102494
10.8200001716614	0.8	0.736224890407175	0.0637751095928252	2.93894514252651E-05	0.8	0.60046983230859	0.0637751095928252
10.9320001602173	1	0.912052395287901	0.0879476047120988	4.05288500977414E-05	1	0.800382900051773	0.0879476047120988
11.0319995880127	0.8	0.68526665745303	0.11473334254697	5.28725080861611E-05	0.8	1.0006226231344	0.11473334254697
11.1490006446838	0.6	0.511399084609002	0.0886009153909981	4.08299149267272E-05	0.6	0.801036210730672	0.0886009153909981
11.2599997520447	0.4	0.335244924388826	0.0647550756111741	2.98410486687438E-05	0.4	0.60079648764804	0.0647550756111741
11.3639998435974	0.2	0.157784142810851	0.0422158571891487	1.94543120687321E-05	0.2	0.400556764565408	0.0422158571891487
11.4679999351501	5.55111512312578E-17	-0.0209832601249217	0.0209832601249218	9.66970512669207E-06	5.55111512312578E-17	0.200970352161676	0.0209832601249218
11.5840005874634	-0.2	-0.200730629079044	0.000730629079043865	3.36695428130813E-07	-0.2	0.00105728441849351	0.000730629079043865
11.6940007209778	-0.4	-0.380804653372616	-0.0191953466273844	-8.84578185593752E-06	-0.4	-0.199182438664138	-0.0191953466273844
11.804000377655	-0.6	-0.559898711647838	-0.0401012883521616	-1.84798563834846E-05	-0.6	-0.398115540388972	-0.0401012883521616
11.9150004386902	-0.8	-0.737359493225813	-0.0626405067741871	-2.88665929834964E-05	-0.8	-0.599661884829402	-0.0626405067741871
12.0159997940063	-1	-0.91286034276709	-0.0871396572329104	-4.01565240704656E-05	-1	-0.800228263251483	-0.0871396572329104
12.1300005912781	-0.8	-0.686727915611118	-0.113272084388882	-5.21991172298995E-05	-0.8	-0.999488020315766	-0.113272084388882
12.2380003929138	-0.6	-0.51253368742764	-0.08746631257236	-4.03070564849585E-05	-0.6	-0.799248297233135	-0.08746631257236
