time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	-1.721673262746713161e-05	-5.240173339843750000e-01
2.000000000000000164e-05	-1.721673262746713161e-05	-5.240173339843750000e-01
4.000000000000000327e-05	1.878613923725328710e-04	-5.215759277343750000e-01
6.000000000000000152e-05	-1.417284513774671236e-04	-5.435485839843750000e-01
8.000000000000000654e-05	7.555670487253286609e-05	-5.411071777343750000e-01
1.000000000000000048e-04	-2.564745451274671171e-04	-5.606384277343750000e-01
1.200000000000000030e-04	-2.454095137746713134e-05	-5.606384277343750000e-01
1.399999999999999877e-04	-3.199511076274671193e-04	-5.801696777343750000e-01
1.600000000000000131e-04	-6.604485762746713771e-05	-5.801696777343750000e-01
1.800000000000000113e-04	-3.223925138774671214e-04	-5.997009277343750000e-01
2.000000000000000096e-04	-7.092767012746712849e-05	-5.972595214843750000e-01
2.200000000000000078e-04	-3.321581388774671301e-04	-6.192321777343750000e-01
2.400000000000000061e-04	-1.051073576274671317e-04	-6.167907714843750000e-01
2.599999999999999772e-04	-4.200487638774671540e-04	-6.387634277343750000e-01
2.799999999999999755e-04	-1.783495451274671290e-04	-6.387634277343750000e-01
2.999999999999999737e-04	-4.273729826274671605e-04	-6.582946777343750000e-01
3.200000000000000262e-04	-1.881151701274671377e-04	-6.582946777343750000e-01
3.400000000000000244e-04	-4.176073576274671518e-04	-6.778259277343750000e-01
3.600000000000000227e-04	-2.027636076274671236e-04	-6.753845214843750000e-01
3.800000000000000209e-04	-4.176073576274671518e-04	-6.973571777343750000e-01
4.000000000000000192e-04	-2.222948576274671410e-04	-6.949157714843750000e-01
4.200000000000000174e-04	-4.224901701274671561e-04	-7.168884277343750000e-01
4.400000000000000157e-04	-2.247362638774671431e-04	-7.144470214843750000e-01
4.600000000000000139e-04	-4.469042326274671236e-04	-7.364196777343750000e-01
4.800000000000000122e-04	-2.198534513774671388e-04	-7.339782714843750000e-01
5.000000000000000104e-04	-4.322557951274671648e-04	-7.535095214843750000e-01
5.199999999999999544e-04	-1.905565763774671399e-04	-7.535095214843750000e-01
5.400000000000000069e-04	-4.176073576274671518e-04	-7.730407714843750000e-01
5.599999999999999509e-04	-1.881151701274671377e-04	-7.730407714843750000e-01
5.800000000000000034e-04	-3.931932951274671301e-04	-7.925720214843750000e-01
5.999999999999999474e-04	-1.783495451274671290e-04	-7.925720214843750000e-01
6.199999999999999999e-04	-4.346972013774671670e-04	-8.121032714843750000e-01
6.400000000000000524e-04	-1.881151701274671377e-04	-8.096618652343750000e-01
6.599999999999999964e-04	-5.177050138774671323e-04	-8.316345214843750000e-01
6.800000000000000488e-04	-2.320604826274671496e-04	-8.291931152343750000e-01
6.999999999999999929e-04	-5.177050138774671323e-04	-8.511657714843750000e-01
7.200000000000000453e-04	-1.759081388774671269e-04	-8.487243652343750000e-01
7.399999999999999894e-04	-4.591112638774671345e-04	-8.682556152343750000e-01
7.600000000000000418e-04	-6.848626387746713988e-05	-8.682556152343750000e-01
7.799999999999999859e-04	-3.809862638774671193e-04	-8.877868652343750000e-01
8.000000000000000383e-04	3.649420487253286527e-05	-8.877868652343750000e-01
8.199999999999999824e-04	-2.637987638774671236e-04	-9.073181152343750000e-01
8.400000000000000348e-04	1.707715486225328829e-04	-9.073181152343750000e-01
8.599999999999999789e-04	-1.295214201274671399e-04	-9.268493652343750000e-01
8.800000000000000313e-04	3.123731111225329002e-04	-9.268493652343750000e-01
8.999999999999999754e-04	2.672857987253286676e-05	-9.463806152343750000e-01
9.200000000000000278e-04	4.075879548725328764e-04	-9.463806152343750000e-01
9.399999999999999719e-04	1.585645173725328720e-04	-9.659118652343750000e-01
9.600000000000000243e-04	4.612988923725328699e-04	-9.634704589843750000e-01
9.799999999999999684e-04	2.318067048725328829e-04	-9.854431152343750000e-01
1.000000000000000021e-03	5.076856111225329111e-04	-9.830017089843750000e-01
1.020000000000000073e-03	2.855176423725328764e-04	-1.004974365234375000e+00
1.039999999999999909e-03	5.711621736225328590e-04	-1.002532958984375000e+00
1.059999999999999961e-03	3.367871736225328677e-04	-1.024505615234375000e+00
1.080000000000000014e-03	6.199902986225329024e-04	-1.022064208984375000e+00
1.100000000000000066e-03	4.002637361225328699e-04	-1.041595458984375000e+00
1.119999999999999902e-03	6.639356111225328330e-04	-1.041595458984375000e+00
1.139999999999999954e-03	4.515332673725328612e-04	-1.061126708984375000e+00
1.160000000000000007e-03	7.152051423725328243e-04	-1.061126708984375000e+00
1.180000000000000059e-03	4.930371736225328981e-04	-1.080657958984375000e+00
1.199999999999999895e-03	7.762402986225328243e-04	-1.080657958984375000e+00
1.219999999999999947e-03	5.150098298725328634e-04	-1.100189208984375000e+00
1.240000000000000000e-03	7.908887361225328374e-04	-1.100189208984375000e+00
1.260000000000000052e-03	5.198926423725328677e-04	-1.119720458984375000e+00
1.280000000000000105e-03	7.835645173725327766e-04	-1.119720458984375000e+00
1.299999999999999940e-03	5.150098298725328634e-04	-1.139251708984375000e+00
1.319999999999999993e-03	7.860059236225328330e-04	-1.139251708984375000e+00
1.340000000000000045e-03	4.759473298725328829e-04	-1.158782958984375000e+00
1.360000000000000098e-03	7.811231111225328287e-04	-1.158782958984375000e+00
1.379999999999999933e-03	4.661817048725328742e-04	-1.178314208984375000e+00
1.399999999999999986e-03	7.493848298725328547e-04	-1.175872802734375000e+00
1.420000000000000038e-03	4.637402986225328720e-04	-1.197845458984375000e+00
1.440000000000000091e-03	7.152051423725328243e-04	-1.197845458984375000e+00
1.459999999999999926e-03	4.686231111225328764e-04	-1.217376708984375000e+00
1.479999999999999979e-03	7.200879548725328287e-04	-1.214935302734375000e+00
1.500000000000000031e-03	4.905957673725328417e-04	-1.234466552734375000e+00
1.520000000000000084e-03	7.200879548725328287e-04	-1.234466552734375000e+00
1.539999999999999919e-03	4.954785798725328460e-04	-1.253997802734375000e+00
1.559999999999999972e-03	7.176465486225327723e-04	-1.253997802734375000e+00
1.580000000000000024e-03	4.564160798725328655e-04	-1.273529052734375000e+00
1.600000000000000077e-03	6.737012361225328417e-04	-1.273529052734375000e+00
1.619999999999999912e-03	4.051465486225328742e-04	-1.293060302734375000e+00
1.639999999999999965e-03	6.273145173725328547e-04	-1.290618896484375000e+00
1.660000000000000017e-03	3.953809236225328655e-04	-1.312591552734375000e+00
1.680000000000000070e-03	6.126660798725328417e-04	-1.312591552734375000e+00
1.699999999999999905e-03	3.856152986225328569e-04	-1.332122802734375000e+00
1.719999999999999958e-03	5.833692048725329241e-04	-1.329681396484375000e+00
