time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	1.455527857730263461e-05	-5.241618909333881637e-01
2.000000000000000164e-05	1.455527857730263461e-05	-5.241618909333881637e-01
4.000000000000000327e-05	3.441451223273026038e-04	-5.217204846833881637e-01
6.000000000000000152e-05	9.512168482730264010e-05	-5.412517346833881637e-01
8.000000000000000654e-05	4.100630910773026081e-04	-5.412517346833881637e-01
1.000000000000000048e-04	1.585982473273026287e-04	-5.632243909333881637e-01
1.200000000000000030e-04	4.808638723273026168e-04	-5.607829846833881637e-01
1.399999999999999877e-04	2.245162160773026331e-04	-5.803142346833881637e-01
1.600000000000000131e-04	5.345748098273026645e-04	-5.803142346833881637e-01
1.800000000000000113e-04	2.709029348273026471e-04	-5.998454846833881637e-01
2.000000000000000096e-04	5.858443410773026558e-04	-5.974040784333881637e-01
2.200000000000000078e-04	3.270552785773025886e-04	-6.193767346833881637e-01
2.400000000000000061e-04	6.444380910773025994e-04	-6.169353284333881637e-01
2.599999999999999772e-04	3.880904348273025886e-04	-6.389079846833880527e-01
2.799999999999999755e-04	7.005904348273025951e-04	-6.364665784333880527e-01
2.999999999999999737e-04	4.442427785773025843e-04	-6.584392346833880527e-01
3.200000000000000262e-04	7.616255910773025951e-04	-6.559978284333880527e-01
3.400000000000000244e-04	5.052779348273026385e-04	-6.779704846833880527e-01
3.600000000000000227e-04	7.884810598273025647e-04	-6.755290784333880527e-01
3.800000000000000209e-04	5.418990285773026168e-04	-6.975017346833880527e-01
4.000000000000000192e-04	8.177779348273025908e-04	-6.950603284333880527e-01
4.200000000000000174e-04	5.687544973273025864e-04	-7.145915784333880527e-01
4.400000000000000157e-04	8.251021535773026515e-04	-7.145915784333880527e-01
4.600000000000000139e-04	5.614302785773026341e-04	-7.341228284333880527e-01
4.800000000000000122e-04	8.055709035773026341e-04	-7.341228284333880527e-01
5.000000000000000104e-04	5.248091848273026558e-04	-7.536540784333880527e-01
5.199999999999999544e-04	7.518599660773025864e-04	-7.536540784333880527e-01
5.400000000000000069e-04	4.759810598273026125e-04	-7.731853284333880527e-01
5.599999999999999509e-04	6.859419973273025821e-04	-7.731853284333880527e-01
5.800000000000000034e-04	4.125044973273026103e-04	-7.927165784333880527e-01
5.999999999999999474e-04	6.249068410773025821e-04	-7.927165784333880527e-01
6.199999999999999999e-04	3.514693410773026103e-04	-8.122478284333880527e-01
6.400000000000000524e-04	5.370162160773026125e-04	-8.098064221833880527e-01
6.599999999999999964e-04	2.782271535773026537e-04	-8.317790784333880527e-01
6.800000000000000488e-04	4.613326223273025994e-04	-8.293376721833880527e-01
6.999999999999999929e-04	1.585982473273026287e-04	-8.488689221833880527e-01
