time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	-2.827569258840460786e-02	-9.456722861842105088e-01
1.000000000000000082e-05	-2.827569258840460786e-02	-9.456722861842105088e-01
2.000000000000000164e-05	-2.815362227590460786e-02	-9.420101768092105088e-01
3.000000000000000076e-05	-2.871514571340460717e-02	-9.493343955592105088e-01
4.000000000000000327e-05	-2.859307540090460717e-02	-9.456722861842105088e-01
5.000000000000000240e-05	-2.913018477590460786e-02	-9.517758018092105088e-01
6.000000000000000152e-05	-2.900811446340460786e-02	-9.481136924342105088e-01
6.999999999999999387e-05	-2.956963790090460717e-02	-9.554379111842105088e-01
8.000000000000000654e-05	-2.942315352590460509e-02	-9.505550986842105088e-01
9.000000000000000567e-05	-2.998467696340460786e-02	-9.578793174342105088e-01
1.000000000000000048e-04	-2.986260665090460786e-02	-9.542172080592105088e-01
1.100000000000000039e-04	-3.039971602590460509e-02	-9.603207236842105088e-01
1.200000000000000030e-04	-3.027764571340460509e-02	-9.566586143092105088e-01
1.299999999999999886e-04	-3.083916915090460786e-02	-9.639828330592105088e-01
1.399999999999999877e-04	-3.069268477590460578e-02	-9.591000205592105088e-01
1.499999999999999869e-04	-3.122979415090460648e-02	-9.664242393092105088e-01
1.600000000000000131e-04	-3.110772383840460648e-02	-9.627621299342105088e-01
1.700000000000000122e-04	-3.166924727590460925e-02	-9.700863486842105088e-01
1.800000000000000113e-04	-3.154717696340460925e-02	-9.652035361842105088e-01
1.900000000000000105e-04	-3.205987227590460786e-02	-9.725277549342105088e-01
2.000000000000000096e-04	-3.196221602590460648e-02	-9.688656455592105088e-01
2.100000000000000087e-04	-3.249932540090460370e-02	-9.749691611842105088e-01
2.200000000000000078e-04	-3.240166915090460925e-02	-9.713070518092105088e-01
2.300000000000000070e-04	-3.288995040090460925e-02	-9.786312705592105088e-01
2.400000000000000061e-04	-3.281670821340460648e-02	-9.737484580592105088e-01
2.500000000000000052e-04	-3.332940352590460509e-02	-9.810726768092105088e-01
2.599999999999999772e-04	-3.325616133840460925e-02	-9.774105674342105088e-01
2.700000000000000035e-04	-3.374444258840460925e-02	-9.835140830592105088e-01
2.799999999999999755e-04	-3.367120040090460648e-02	-9.774105674342105088e-01
2.900000000000000017e-04	-3.418389571340460509e-02	-9.835140830592105088e-01
2.999999999999999737e-04	-3.411065352590460925e-02	-9.737484580592105088e-01
3.099999999999999999e-04	-3.459893477590460925e-02	-9.810726768092105088e-01
3.200000000000000262e-04	-3.452569258840460648e-02	-9.713070518092105088e-01
3.299999999999999982e-04	-3.501397383840460648e-02	-9.786312705592105088e-01
3.400000000000000244e-04	-3.494073165090460370e-02	-9.688656455592105088e-01
3.499999999999999964e-04	-3.542901290090460370e-02	-9.749691611842105088e-01
3.600000000000000227e-04	-3.538018477590460648e-02	-9.652035361842105088e-01
3.699999999999999947e-04	-3.584405196340460786e-02	-9.725277549342105088e-01
3.800000000000000209e-04	-3.579522383840460370e-02	-9.627621299342105088e-01
3.899999999999999929e-04	-3.625909102590460509e-02	-9.700863486842105088e-01
4.000000000000000192e-04	-3.618584883840460925e-02	-9.603207236842105088e-01
4.099999999999999912e-04	-3.664971602590460370e-02	-9.664242393092105088e-01
4.200000000000000174e-04	-3.657647383840460786e-02	-9.566586143092105088e-01
4.299999999999999894e-04	-3.704034102590460925e-02	-9.639828330592105088e-01
4.400000000000000157e-04	-3.696709883840460648e-02	-9.542172080592105088e-01
4.499999999999999877e-04	-3.738213790090460370e-02	-9.603207236842105088e-01
4.600000000000000139e-04	-3.728448165090460925e-02	-9.517758018092105088e-01
4.699999999999999859e-04	-3.769952071340460648e-02	-9.578793174342105088e-01
4.800000000000000122e-04	-3.757745040090460648e-02	-9.481136924342105088e-01
