time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	-2.497581080386513178e-02	-9.470849288137335176e-01
1.000000000000000082e-05	-2.497581080386513178e-02	-9.470849288137335176e-01
2.000000000000000164e-05	-2.492698267886513108e-02	-9.422021163137335176e-01
3.000000000000000076e-05	-2.536643580386513386e-02	-9.495263350637335176e-01
4.000000000000000327e-05	-2.531760767886513663e-02	-9.458642256887335176e-01
5.000000000000000240e-05	-2.573264674136513386e-02	-9.519677413137335176e-01
6.000000000000000152e-05	-2.568381861636513663e-02	-9.483056319387335176e-01
6.999999999999999387e-05	-2.612327174136513594e-02	-9.556298506887335176e-01
8.000000000000000654e-05	-2.607444361636513525e-02	-9.519677413137335176e-01
9.000000000000000567e-05	-2.651389674136513455e-02	-9.580712569387335176e-01
1.000000000000000048e-04	-2.646506861636513386e-02	-9.544091475637335176e-01
1.100000000000000039e-04	-2.688010767886513455e-02	-9.605126631887335176e-01
1.200000000000000030e-04	-2.685569361636513594e-02	-9.568505538137335176e-01
1.299999999999999886e-04	-2.729514674136513525e-02	-9.641747725637335176e-01
1.399999999999999877e-04	-2.722190455386513594e-02	-9.605126631887335176e-01
1.499999999999999869e-04	-2.766135767886513525e-02	-9.666161788137335176e-01
1.600000000000000131e-04	-2.763694361636513663e-02	-9.629540694387335176e-01
1.700000000000000122e-04	-2.807639674136513594e-02	-9.702782881887335176e-01
1.800000000000000113e-04	-2.802756861636513525e-02	-9.653954756887335176e-01
1.900000000000000105e-04	-2.846702174136513455e-02	-9.727196944387335176e-01
2.000000000000000096e-04	-2.844260767886513594e-02	-9.690575850637335176e-01
2.100000000000000087e-04	-2.888206080386513525e-02	-9.751611006887335176e-01
2.200000000000000078e-04	-2.885764674136513663e-02	-9.714989913137335176e-01
2.300000000000000070e-04	-2.929709986636513594e-02	-9.788232100637335176e-01
2.400000000000000061e-04	-2.927268580386513386e-02	-9.751611006887335176e-01
2.500000000000000052e-04	-2.971213892886513663e-02	-9.812646163137335176e-01
2.599999999999999772e-04	-2.971213892886513663e-02	-9.776025069387335176e-01
2.700000000000000035e-04	-3.015159205386513594e-02	-9.837060225637335176e-01
2.799999999999999755e-04	-3.012717799136513386e-02	-9.776025069387335176e-01
2.900000000000000017e-04	-3.059104517886513525e-02	-9.837060225637335176e-01
2.999999999999999737e-04	-3.056663111636513663e-02	-9.739403975637335176e-01
3.099999999999999999e-04	-3.105491236636513663e-02	-9.812646163137335176e-01
3.200000000000000262e-04	-3.103049830386513455e-02	-9.714989913137335176e-01
3.299999999999999982e-04	-3.151877955386513802e-02	-9.776025069387335176e-01
3.400000000000000244e-04	-3.146995142886513386e-02	-9.678368819387335176e-01
3.499999999999999964e-04	-3.195823267886513386e-02	-9.751611006887335176e-01
3.600000000000000227e-04	-3.195823267886513386e-02	-9.653954756887335176e-01
3.699999999999999947e-04	-3.242209986636513525e-02	-9.727196944387335176e-01
3.800000000000000209e-04	-3.242209986636513525e-02	-9.629540694387335176e-01
3.899999999999999929e-04	-3.288596705386513663e-02	-9.690575850637335176e-01
4.000000000000000192e-04	-3.286155299136513802e-02	-9.592919600637335176e-01
4.099999999999999912e-04	-3.332542017886513247e-02	-9.666161788137335176e-01
4.200000000000000174e-04	-3.330100611636513386e-02	-9.568505538137335176e-01
4.299999999999999894e-04	-3.374045924136513663e-02	-9.629540694387335176e-01
4.400000000000000157e-04	-3.369163111636513247e-02	-9.544091475637335176e-01
4.499999999999999877e-04	-3.413108424136513525e-02	-9.605126631887335176e-01
4.600000000000000139e-04	-3.408225611636513802e-02	-9.519677413137335176e-01
4.699999999999999859e-04	-3.447288111636513663e-02	-9.580712569387335176e-01
4.800000000000000122e-04	-3.442405299136513247e-02	-9.483056319387335176e-01
4.899999999999999842e-04	-3.479026392886513247e-02	-9.556298506887335176e-01
5.000000000000000104e-04	-3.469260767886513802e-02	-9.458642256887335176e-01
5.100000000000000366e-04	-3.500999049136513386e-02	-9.519677413137335176e-01
5.199999999999999544e-04	-3.491233424136513247e-02	-9.422021163137335176e-01
5.299999999999999807e-04	-3.520530299136513663e-02	-9.495263350637335176e-01
5.400000000000000069e-04	-3.503440455386513247e-02	-9.397607100637335176e-01
5.500000000000000331e-04	-3.530295924136513802e-02	-9.470849288137335176e-01
5.599999999999999509e-04	-3.508323267886513663e-02	-9.373193038137335176e-01
5.699999999999999772e-04	-3.535178736636513525e-02	-9.434228194387335176e-01
5.800000000000000034e-04	-3.505881861636513802e-02	-9.336571944387335176e-01
5.900000000000000296e-04	-3.530295924136513802e-02	-9.409814131887335176e-01
5.999999999999999474e-04	-3.493674830386513802e-02	-9.312157881887335176e-01
6.099999999999999737e-04	-3.520530299136513663e-02	-9.385400069387335176e-01
6.199999999999999999e-04	-3.471702174136513663e-02	-9.287743819387335176e-01
6.300000000000000261e-04	-3.503440455386513247e-02	-9.348778975637335176e-01
6.400000000000000524e-04	-3.439963892886513386e-02	-9.263329756887335176e-01
6.499999999999999702e-04	-3.476584986636513386e-02	-9.324364913137335176e-01
6.599999999999999964e-04	-3.403342799136513386e-02	-9.226708663137335176e-01
6.700000000000000226e-04	-3.444846705386513802e-02	-9.299950850637335176e-01
6.800000000000000488e-04	-3.359397486636513802e-02	-9.202294600637335176e-01
6.899999999999999667e-04	-3.405784205386513247e-02	-9.263329756887335176e-01
6.999999999999999929e-04	-3.310569361636513802e-02	-9.177880538137335176e-01
7.100000000000000191e-04	-3.359397486636513802e-02	-9.238915694387335176e-01
7.200000000000000453e-04	-3.254417017886513525e-02	-9.141259444387335176e-01
7.299999999999999632e-04	-3.308127955386513247e-02	-9.214501631887335176e-01
7.399999999999999894e-04	-3.195823267886513386e-02	-9.116845381887335176e-01
7.500000000000000156e-04	-3.251975611636513663e-02	-9.177880538137335176e-01
7.600000000000000418e-04	-3.132346705386513525e-02	-9.092431319387335176e-01
7.699999999999999597e-04	-3.193381861636513525e-02	-9.153466475637335176e-01
7.799999999999999859e-04	-3.066428736636513455e-02	-9.055810225637335176e-01
7.900000000000000121e-04	-3.129905299136513663e-02	-9.129052413137335176e-01
8.000000000000000383e-04	-2.998069361636513525e-02	-9.031396163137335176e-01
8.099999999999999561e-04	-3.063987330386513594e-02	-9.092431319387335176e-01
8.199999999999999824e-04	-2.929709986636513594e-02	-9.006982100637335176e-01
8.300000000000000086e-04	-2.995627955386513663e-02	-9.068017256887335176e-01
8.400000000000000348e-04	-2.858909205386513455e-02	-8.982568038137335176e-01
8.499999999999999526e-04	-2.924827174136513525e-02	-9.043603194387335176e-01
8.599999999999999789e-04	-2.785667017886513455e-02	-8.945946944387335176e-01
8.700000000000000051e-04	-2.854026392886513386e-02	-9.019189131887335176e-01
8.800000000000000313e-04	-2.712424830386513455e-02	-8.921532881887335176e-01
8.899999999999999491e-04	-2.780784205386513386e-02	-8.982568038137335176e-01
8.999999999999999754e-04	-2.639182642886513455e-02	-8.884911788137335176e-01
9.100000000000000016e-04	-2.709983424136513594e-02	-8.958153975637335176e-01
9.200000000000000278e-04	-2.563499049136513594e-02	-8.860497725637335176e-01
