Profile 1;Profile 1;Profile 2;Profile 2;Profile 3;Profile 3;Profile 4;Profile 4;Profile 5;Profile 5;Profile 6;Profile 6;Profile 7;Profile 7;Profile 8;Profile 8;Profile 9;Profile 9;Profile 10;Profile 10;Profile 11;Profile 11;
x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];[m];[A];
0;3.0810264e-11;0;1.0334782e-11;0;2.4282879e-11;0;2.3905399e-11;0;2.6333623e-11;0;2.3808847e-11;0;2.7104748e-11;0;1.0033866e-11;0;1.1903323e-11;0;1.2273228e-11;0;1.2059626e-11;
5.8602095e-11;3.0988971e-11;5.863585e-11;8.2643813e-12;5.8432699e-11;2.7015251e-11;5.8360594e-11;2.3512692e-11;5.8637445e-11;2.6496086e-11;5.8083656e-11;2.5291725e-11;5.8322603e-11;3.0013459e-11;5.8033367e-11;1.2758864e-11;5.8597681e-11;7.7132816e-12;5.8127354e-11;1.1326224e-11;5.8359016e-11;1.4868961e-11;
1.1720419e-10;2.5749023e-11;1.172717e-10;6.2042551e-12;1.168654e-10;2.7129614e-11;1.1672119e-10;2.6243959e-11;1.1727489e-10;2.9478916e-11;1.1616731e-10;2.7837429e-11;1.1664521e-10;3.2540151e-11;1.1606673e-10;1.5156013e-11;1.1719536e-10;8.3540599e-12;1.1625471e-10;1.0864983e-11;1.1671803e-10;1.1567147e-11;
1.7580628e-10;2.6370175e-11;1.7590755e-10;6.8894616e-12;1.752981e-10;2.6223167e-11;1.7508178e-10;2.967268e-11;1.7591234e-10;2.7421915e-11;1.7425097e-10;2.7514489e-11;1.7496781e-10;2.7697132e-11;1.741001e-10;1.2278991e-11;1.7579304e-10;1.5344327e-11;1.7438206e-10;1.214917e-11;1.7507705e-10;8.399377e-12;
2.3440838e-10;3.1472682e-11;2.345434e-10;7.8816507e-12;2.337308e-10;2.4469772e-11;2.3344238e-10;2.9969892e-11;2.3454978e-10;2.3722744e-11;2.3233462e-10;2.6801458e-11;2.3329041e-10;2.4269302e-11;2.3213347e-10;9.7767601e-12;2.3439072e-10;1.6729641e-11;2.3250942e-10;1.3469116e-11;2.3343606e-10;9.0299027e-12;
2.9301047e-10;3.0223969e-11;2.9317925e-10;7.9917946e-12;2.9216349e-10;2.220846e-11;2.9180297e-10;2.8400199e-11;2.9318723e-10;2.5652576e-11;2.9041828e-10;2.8307324e-11;2.9161301e-10;2.5717861e-11;2.9016683e-10;1.1212237e-11;2.929884e-10;1.0510612e-11;2.9063677e-10;1.3366013e-11;2.9179508e-10;9.20545e-12;
3.5161257e-10;2.5528192e-11;3.518151e-10;9.5507786e-12;3.5059619e-10;2.2169734e-11;3.5016356e-10;2.7763258e-11;3.5182467e-10;2.9773731e-11;3.4850193e-10;2.8603008e-11;3.4993562e-10;2.6271887e-11;3.482002e-10;1.4090541e-11;3.5158608e-10;8.1532331e-12;3.4876412e-10;1.3096595e-11;3.5015409e-10;7.9964217e-12;
4.1021466e-10;2.6660635e-11;4.1045095e-10;9.2251294e-12;4.0902889e-10;2.5925852e-11;4.0852416e-10;2.6727333e-11;4.1046212e-10;2.7786611e-11;4.0658559e-10;2.6096109e-11;4.0825822e-10;2.7028494e-11;4.0623357e-10;1.2068245e-11;4.1018376e-10;1.1092197e-11;4.0689148e-10;1.3604816e-11;4.0851311e-10;9.823968e-12;
4.6881676e-10;2.9551517e-11;4.690868e-10;7.6190108e-12;4.6746159e-10;2.8898809e-11;4.6688475e-10;2.5134861e-11;4.6909956e-10;2.3308682e-11;4.6466925e-10;2.3312145e-11;4.6658082e-10;2.8527533e-11;4.6426693e-10;6.3792482e-12;4.6878144e-10;9.6753182e-12;4.6501883e-10;1.4079374e-11;4.6687212e-10;1.2919813e-11;
5.2741885e-10;2.7069682e-11;5.2772265e-10;6.1443301e-12;5.2589429e-10;2.6998825e-11;5.2524535e-10;2.5853248e-11;5.2773701e-10;2.3421353e-11;5.227529e-10;2.5230442e-11;5.2490342e-10;2.9502185e-11;5.223003e-10;7.0052116e-12;5.2737912e-10;6.3828571e-12;5.2314619e-10;1.2476951e-11;5.2523114e-10;1.0883903e-11;
5.8602095e-10;2.5278316e-11;5.863585e-10;4.6602319e-12;5.8432699e-10;2.3480456e-11;5.8360594e-10;2.7864813e-11;5.8637445e-10;2.7444637e-11;5.8083656e-10;2.7869684e-11;5.8322603e-10;2.9006052e-11;5.8033367e-10;1.0235653e-11;5.8597681e-10;1.1291675e-11;5.8127354e-10;9.235752e-12;5.8359016e-10;7.5391602e-12;
6.4462304e-10;3.00711e-11;6.4499435e-10;7.783054e-12;6.4275969e-10;2.2533209e-11;6.4196653e-10;2.7329026e-11;6.450119e-10;2.7624292e-11;6.3892021e-10;2.736853e-11;6.4154863e-10;2.545373e-11;6.3836703e-10;1.0808581e-11;6.4457449e-10;1.7757429e-11;6.3940089e-10;9.3980478e-12;6.4194917e-10;1.0685707e-11;
7.0322514e-10;3.2914319e-11;7.036302e-10;1.1886016e-11;7.0119239e-10;2.3474074e-11;7.0032713e-10;2.5240416e-11;7.0364934e-10;2.5941167e-11;6.9700387e-10;2.6599467e-11;6.9987123e-10;2.2847024e-11;6.964004e-10;9.2867504e-12;7.0317217e-10;1.3850433e-11;6.9752825e-10;1.3644972e-11;7.0030819e-10;1.5230267e-11;
7.6182723e-10;2.7660237e-11;7.6226605e-10;1.0905324e-11;7.5962509e-10;2.3465267e-11;7.5868772e-10;2.4792589e-11;7.6228679e-10;2.570316e-11;7.5508752e-10;2.7831595e-11;7.5819383e-10;2.5696365e-11;7.5443376e-10;1.1309624e-11;7.6176985e-10;7.6811126e-12;7.556556e-10;1.5681162e-11;7.586672e-10;1.257285e-11;
