time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	-7.240706594366776161e-02	-1.222921271073190708e+00
1.000000000000000082e-05	-7.240706594366776161e-02	-1.222921271073190708e+00
2.000000000000000164e-05	-7.230940969366776716e-02	-1.219259161698190708e+00
3.000000000000000076e-05	-7.284651906866776438e-02	-1.226583380448190708e+00
4.000000000000000327e-05	-7.279769094366776716e-02	-1.222921271073190708e+00
5.000000000000000240e-05	-7.328597219366776716e-02	-1.230245489823190708e+00
6.000000000000000152e-05	-7.323714406866775606e-02	-1.226583380448190708e+00
6.999999999999999387e-05	-7.372542531866775606e-02	-1.233907599198190708e+00
8.000000000000000654e-05	-7.362776906866776161e-02	-1.230245489823190708e+00
9.000000000000000567e-05	-7.416487844366775883e-02	-1.237569708573190708e+00
1.000000000000000048e-04	-7.406722219366776438e-02	-1.233907599198190708e+00
1.100000000000000039e-04	-7.455550344366776438e-02	-1.241231817948190708e+00
1.200000000000000030e-04	-7.450667531866776716e-02	-1.237569708573190708e+00
1.299999999999999886e-04	-7.499495656866776716e-02	-1.244893927323190708e+00
1.399999999999999877e-04	-7.494612844366775606e-02	-1.241231817948190708e+00
1.499999999999999869e-04	-7.543440969366776994e-02	-1.248556036698190708e+00
1.600000000000000131e-04	-7.533675344366776161e-02	-1.244893927323190708e+00
1.700000000000000122e-04	-7.582503469366776161e-02	-1.252218146073190708e+00
1.800000000000000113e-04	-7.577620656866776438e-02	-1.248556036698190708e+00
1.900000000000000105e-04	-7.626448781866776438e-02	-1.255880255448190708e+00
2.000000000000000096e-04	-7.621565969366776716e-02	-1.252218146073190708e+00
2.100000000000000087e-04	-7.670394094366776716e-02	-1.259542364823190708e+00
2.200000000000000078e-04	-7.660628469366775883e-02	-1.255880255448190708e+00
2.300000000000000070e-04	-7.709456594366775883e-02	-1.263204474198190708e+00
2.400000000000000061e-04	-7.704573781866776161e-02	-1.260763067948190708e+00
2.500000000000000052e-04	-7.748519094366776438e-02	-1.266866583573190708e+00
2.599999999999999772e-04	-7.743636281866776716e-02	-1.263204474198190708e+00
2.700000000000000035e-04	-7.792464406866776716e-02	-1.270528692948190708e+00
2.799999999999999755e-04	-7.782698781866775883e-02	-1.268087286698190708e+00
2.900000000000000017e-04	-7.826644094366776161e-02	-1.274190802323190708e+00
2.999999999999999737e-04	-7.821761281866776438e-02	-1.271749396073190708e+00
3.099999999999999999e-04	-7.865706594366776716e-02	-1.277852911698190708e+00
3.200000000000000262e-04	-7.860823781866776994e-02	-1.274190802323190708e+00
3.299999999999999982e-04	-7.904769094366775883e-02	-1.281515021073190708e+00
3.400000000000000244e-04	-7.895003469366776438e-02	-1.277852911698190708e+00
3.499999999999999964e-04	-7.943831594366776438e-02	-1.285177130448190708e+00
3.600000000000000227e-04	-7.934065969366776994e-02	-1.282735724198190708e+00
3.699999999999999947e-04	-7.978011281866775883e-02	-1.288839239823190708e+00
3.800000000000000209e-04	-7.973128469366776161e-02	-1.285177130448190708e+00
3.899999999999999929e-04	-8.017073781866776438e-02	-1.292501349198190708e+00
4.000000000000000192e-04	-8.007308156866776994e-02	-1.290059942948190708e+00
4.099999999999999912e-04	-8.051253469366775883e-02	-1.296163458573190708e+00
4.200000000000000174e-04	-8.041487844366776438e-02	-1.292501349198190708e+00
4.299999999999999894e-04	-8.085433156866776716e-02	-1.299825567948190708e+00
4.400000000000000157e-04	-8.075667531866775883e-02	-1.296163458573190708e+00
4.499999999999999877e-04	-8.119612844366776161e-02	-1.303487677323190708e+00
4.600000000000000139e-04	-8.109847219366776716e-02	-1.301046271073190708e+00
4.699999999999999859e-04	-8.153792531866776994e-02	-1.308370489823190708e+00
4.800000000000000122e-04	-8.144026906866776161e-02	-1.304708380448190708e+00
4.899999999999999842e-04	-8.187972219366776438e-02	-1.312032599198190708e+00
5.000000000000000104e-04	-8.178206594366776994e-02	-1.308370489823190708e+00
5.100000000000000366e-04	-8.222151906866775883e-02	-1.315694708573190708e+00
5.199999999999999544e-04	-8.212386281866776438e-02	-1.312032599198190708e+00
5.299999999999999807e-04	-8.261214406866776438e-02	-1.318136114823190708e+00
5.400000000000000069e-04	-8.251448781866776994e-02	-1.315694708573190708e+00
5.500000000000000331e-04	-8.295394094366775883e-02	-1.323018927323190708e+00
5.599999999999999509e-04	-8.285628469366776438e-02	-1.319356817948190708e+00
5.699999999999999772e-04	-8.329573781866776716e-02	-1.325460333573190708e+00
5.800000000000000034e-04	-8.319808156866775883e-02	-1.321798224198190708e+00
5.900000000000000296e-04	-8.368636281866775883e-02	-1.329122442948190708e+00
5.999999999999999474e-04	-8.358870656866776438e-02	-1.326681036698190708e+00
6.099999999999999737e-04	-8.402815969366776716e-02	-1.332784552323190708e+00
6.199999999999999999e-04	-8.393050344366775883e-02	-1.330343146073190708e+00
6.300000000000000261e-04	-8.441878469366775883e-02	-1.336446661698190708e+00
6.400000000000000524e-04	-8.432112844366776438e-02	-1.334005255448190708e+00
6.499999999999999702e-04	-8.476058156866776716e-02	-1.340108771073190708e+00
6.599999999999999964e-04	-8.466292531866775883e-02	-1.336446661698190708e+00
6.700000000000000226e-04	-8.515120656866775883e-02	-1.343770880448190708e+00
6.800000000000000488e-04	-8.505355031866776438e-02	-1.341329474198190708e+00
6.899999999999999667e-04	-8.549300344366776716e-02	-1.347432989823190708e+00
6.999999999999999929e-04	-8.539534719366775883e-02	-1.344991583573190708e+00
7.100000000000000191e-04	-8.588362844366775883e-02	-1.352315802323190708e+00
7.200000000000000453e-04	-8.578597219366776438e-02	-1.348653692948190708e+00
7.299999999999999632e-04	-8.622542531866776716e-02	-1.354757208573190708e+00
7.399999999999999894e-04	-8.617659719366776994e-02	-1.351095099198190708e+00
7.500000000000000156e-04	-8.661605031866775883e-02	-1.358419317948190708e+00
7.600000000000000418e-04	-8.651839406866776438e-02	-1.354757208573190708e+00
7.699999999999999597e-04	-8.695784719366776716e-02	-1.362081427323190708e+00
7.799999999999999859e-04	-8.686019094366775883e-02	-1.358419317948190708e+00
7.900000000000000121e-04	-8.729964406866776161e-02	-1.365743536698190708e+00
8.000000000000000383e-04	-8.720198781866776716e-02	-1.362081427323190708e+00
8.099999999999999561e-04	-8.764144094366776994e-02	-1.369405646073190708e+00
8.199999999999999824e-04	-8.754378469366776161e-02	-1.365743536698190708e+00
8.300000000000000086e-04	-8.798323781866776438e-02	-1.373067755448190708e+00
8.400000000000000348e-04	-8.788558156866776994e-02	-1.369405646073190708e+00
8.499999999999999526e-04	-8.832503469366775883e-02	-1.376729864823190708e+00
8.599999999999999789e-04	-8.827620656866776161e-02	-1.373067755448190708e+00
