time[s]	CH1[V]	CH2[V] (num. of cycles: 1)
0.000000000000000000e+00	-5.006652832031249778e-02	-1.221668444181743363e+00
1.000000000000000082e-05	-5.006652832031249778e-02	-1.221668444181743363e+00
2.000000000000000164e-05	-5.006652832031249778e-02	-1.218006334806743363e+00
3.000000000000000076e-05	-5.006652832031249778e-02	-1.225330553556743363e+00
4.000000000000000327e-05	-5.006652832031249778e-02	-1.222889147306743363e+00
5.000000000000000240e-05	-5.006652832031249778e-02	-1.228992662931743363e+00
6.000000000000000152e-05	-5.006652832031249778e-02	-1.226551256681743363e+00
6.999999999999999387e-05	-5.006652832031249778e-02	-1.233875475431743363e+00
8.000000000000000654e-05	-5.006652832031249778e-02	-1.230213366056743363e+00
9.000000000000000567e-05	-5.006652832031249778e-02	-1.236316881681743363e+00
1.000000000000000048e-04	-5.006652832031249778e-02	-1.233875475431743363e+00
1.100000000000000039e-04	-5.006652832031249778e-02	-1.239978991056743363e+00
1.200000000000000030e-04	-5.006652832031249778e-02	-1.237537584806743363e+00
1.299999999999999886e-04	-5.006652832031249778e-02	-1.244861803556743363e+00
1.399999999999999877e-04	-5.006652832031249778e-02	-1.241199694181743363e+00
1.499999999999999869e-04	-5.006652832031249778e-02	-1.248523912931743363e+00
1.600000000000000131e-04	-5.006652832031249778e-02	-1.244861803556743363e+00
1.700000000000000122e-04	-5.006652832031249778e-02	-1.250965319181743585e+00
1.800000000000000113e-04	-5.006652832031249778e-02	-1.248523912931743363e+00
1.900000000000000105e-04	-5.006652832031249778e-02	-1.254627428556743585e+00
2.000000000000000096e-04	-5.006652832031249778e-02	-1.252186022306743585e+00
2.100000000000000087e-04	-5.006652832031249778e-02	-1.259510241056743585e+00
2.200000000000000078e-04	-5.006652832031249778e-02	-1.255848131681743585e+00
2.300000000000000070e-04	-5.006652832031249778e-02	-1.263172350431743585e+00
2.400000000000000061e-04	-5.006652832031249778e-02	-1.259510241056743585e+00
2.500000000000000052e-04	-5.006652832031249778e-02	-1.266834459806743585e+00
2.599999999999999772e-04	-5.006652832031249778e-02	-1.263172350431743585e+00
2.700000000000000035e-04	-5.006652832031249778e-02	-1.270496569181743585e+00
2.799999999999999755e-04	-5.006652832031249778e-02	-1.266834459806743585e+00
2.900000000000000017e-04	-5.006652832031249778e-02	-1.274158678556743585e+00
2.999999999999999737e-04	-5.006652832031249778e-02	-1.270496569181743585e+00
3.099999999999999999e-04	-5.006652832031249778e-02	-1.277820787931743585e+00
3.200000000000000262e-04	-5.006652832031249778e-02	-1.274158678556743585e+00
3.299999999999999982e-04	-5.006652832031249778e-02	-1.281482897306743585e+00
3.400000000000000244e-04	-5.006652832031249778e-02	-1.277820787931743585e+00
3.499999999999999964e-04	-5.006652832031249778e-02	-1.285145006681743585e+00
3.600000000000000227e-04	-5.006652832031249778e-02	-1.281482897306743585e+00
3.699999999999999947e-04	-5.006652832031249778e-02	-1.288807116056743585e+00
3.800000000000000209e-04	-5.006652832031249778e-02	-1.285145006681743585e+00
3.899999999999999929e-04	-5.006652832031249778e-02	-1.292469225431743585e+00
4.000000000000000192e-04	-5.006652832031249778e-02	-1.288807116056743585e+00
4.099999999999999912e-04	-5.006652832031249778e-02	-1.296131334806743585e+00
4.200000000000000174e-04	-5.006652832031249778e-02	-1.292469225431743585e+00
4.299999999999999894e-04	-5.006652832031249778e-02	-1.299793444181743585e+00
4.400000000000000157e-04	-5.006652832031249778e-02	-1.296131334806743585e+00
