Time,X(CH1),X(CH2),
Second,Volt,Volt,
-1.2000000e+00,-0.00000e+00,1.88000e-02,
-1.1997070e+00,-0.00000e+00,1.88000e-02,
-1.1994140e+00,-0.00000e+00,1.88000e-02,
-1.1991210e+00,-0.00000e+00,1.88000e-02,
-1.1988280e+00,-0.00000e+00,1.88000e-02,
-1.1985350e+00,-0.00000e+00,1.88000e-02,
-1.1982419e+00,-0.00000e+00,1.88000e-02,
-1.1979489e+00,-0.00000e+00,1.88000e-02,
-1.1976559e+00,-0.00000e+00,1.88000e-02,
-1.1973629e+00,-0.00000e+00,1.88000e-02,
-1.1970699e+00,-0.00000e+00,1.88000e-02,
-1.1967769e+00,-0.00000e+00,1.88000e-02,
-1.1964839e+00,-0.00000e+00,1.88000e-02,
-1.1961908e+00,-0.00000e+00,1.88000e-02,
-1.1958978e+00,-0.00000e+00,1.88000e-02,
-1.1956048e+00,-0.00000e+00,1.88000e-02,
-1.1953118e+00,-0.00000e+00,1.84000e-02,
-1.1950188e+00,-0.00000e+00,1.92000e-02,
-1.1947258e+00,2.00001e-01,1.92000e-02,
-1.1944327e+00,2.00001e-01,1.84000e-02,
-1.1941397e+00,2.00001e-01,1.88000e-02,
-1.1938467e+00,2.00001e-01,2.00000e-02,
-1.1935537e+00,-0.00000e+00,1.76000e-02,
-1.1932607e+00,2.00001e-01,1.76000e-02,
-1.1929677e+00,2.00001e-01,1.84000e-02,
-1.1926746e+00,2.00001e-01,2.08000e-02,
-1.1923816e+00,-0.00000e+00,1.76000e-02,
-1.1920886e+00,-0.00000e+00,1.84000e-02,
-1.1917956e+00,-0.00000e+00,1.84000e-02,
-1.1915026e+00,2.00001e-01,1.80000e-02,
-1.1912096e+00,-0.00000e+00,1.92000e-02,
-1.1909165e+00,-0.00000e+00,1.88000e-02,
-1.1906235e+00,-0.00000e+00,2.00000e-02,
-1.1903305e+00,2.00001e-01,1.88000e-02,
-1.1900375e+00,2.00001e-01,2.04000e-02,
-1.1897445e+00,-0.00000e+00,1.84000e-02,
-1.1894515e+00,-0.00000e+00,1.76000e-02,
-1.1891584e+00,-0.00000e+00,1.76000e-02,
-1.1888654e+00,-0.00000e+00,1.84000e-02,
-1.1885724e+00,2.00001e-01,1.76000e-02,
-1.1882794e+00,2.00001e-01,1.84000e-02,
-1.1879864e+00,-0.00000e+00,1.88000e-02,
-1.1876934e+00,-0.00000e+00,1.88000e-02,
-1.1874003e+00,-0.00000e+00,1.68000e-02,
-1.1871073e+00,-0.00000e+00,1.84000e-02,
-1.1868143e+00,-0.00000e+00,1.88000e-02,
-1.1865213e+00,2.00001e-01,1.80000e-02,
-1.1862283e+00,2.00001e-01,1.76000e-02,
-1.1859353e+00,-0.00000e+00,1.92000e-02,
-1.1856422e+00,2.00001e-01,1.88000e-02,
-1.1853492e+00,-0.00000e+00,1.60000e-02,
-1.1850562e+00,2.00001e-01,1.76000e-02,
-1.1847632e+00,2.00001e-01,1.64000e-02,
-1.1844702e+00,-0.00000e+00,1.76000e-02,
-1.1841772e+00,-0.00000e+00,1.84000e-02,
-1.1838841e+00,2.00001e-01,1.76000e-02,
-1.1835911e+00,-0.00000e+00,2.08000e-02,
-1.1832981e+00,-0.00000e+00,1.76000e-02,
-1.1830051e+00,-0.00000e+00,1.88000e-02,
-1.1827121e+00,2.00001e-01,1.88000e-02,
-1.1824191e+00,2.00001e-01,1.76000e-02,
-1.1821260e+00,2.00001e-01,1.96000e-02,
-1.1818330e+00,-0.00000e+00,1.92000e-02,
-1.1815400e+00,-0.00000e+00,2.04000e-02,
-1.1812470e+00,-0.00000e+00,1.88000e-02,
-1.1809540e+00,-0.00000e+00,1.84000e-02,
-1.1806610e+00,-0.00000e+00,1.84000e-02,
-1.1803679e+00,2.00001e-01,1.88000e-02,
-1.1800749e+00,2.00001e-01,2.00000e-02,
-1.1797819e+00,2.00001e-01,2.00000e-02,
-1.1794889e+00,-0.00000e+00,2.00000e-02,
-1.1791959e+00,-0.00000e+00,1.92000e-02,
-1.1789029e+00,2.00001e-01,1.92000e-02,
-1.1786098e+00,-0.00000e+00,1.92000e-02,
-1.1783168e+00,-0.00000e+00,1.92000e-02,
-1.1780238e+00,2.00001e-01,2.16000e-02,
-1.1777308e+00,2.00001e-01,2.00000e-02,
-1.1774378e+00,2.00001e-01,1.56000e-02,
-1.1771448e+00,2.00001e-01,1.80000e-02,
-1.1768517e+00,-0.00000e+00,1.92000e-02,
-1.1765587e+00,2.00001e-01,2.00000e-02,
-1.1762657e+00,-0.00000e+00,1.92000e-02,
-1.1759727e+00,-0.00000e+00,1.92000e-02,
-1.1756797e+00,-0.00000e+00,1.88000e-02,
-1.1753867e+00,-0.00000e+00,1.92000e-02,
-1.1750937e+00,-0.00000e+00,2.20000e-02,
-1.1748006e+00,2.00001e-01,1.92000e-02,
-1.1745076e+00,-0.00000e+00,1.92000e-02,
-1.1742146e+00,-0.00000e+00,1.84000e-02,
-1.1739216e+00,2.00001e-01,2.48000e-02,
-1.1736286e+00,-0.00000e+00,1.92000e-02,
-1.1733356e+00,-0.00000e+00,1.92000e-02,
-1.1730425e+00,-0.00000e+00,1.92000e-02,
-1.1727495e+00,2.00001e-01,2.00000e-02,
-1.1724565e+00,2.00001e-01,1.96000e-02,
-1.1721635e+00,2.00001e-01,1.92000e-02,
-1.1718705e+00,-0.00000e+00,1.92000e-02,
-1.1715775e+00,-0.00000e+00,1.92000e-02,
-1.1712844e+00,-0.00000e+00,2.00000e-02,
-1.1709914e+00,2.00001e-01,2.24000e-02,
-1.1706984e+00,2.00001e-01,1.84000e-02,
-1.1704054e+00,2.00001e-01,1.92000e-02,
-1.1701124e+00,2.00001e-01,2.00000e-02,
-1.1698194e+00,2.00001e-01,2.04000e-02,
-1.1695263e+00,-0.00000e+00,1.92000e-02,
-1.1692333e+00,2.00001e-01,2.04000e-02,
-1.1689403e+00,-0.00000e+00,1.92000e-02,
-1.1686473e+00,2.00001e-01,1.92000e-02,
