Time,X(CH1),
Second,Volt,
-8.0062469e-05,-0.00000e+00,
-8.0052472e-05,-0.00000e+00,
-8.0042475e-05,2.00001e-01,
-8.0032478e-05,2.00001e-01,
-8.0022481e-05,-0.00000e+00,
-8.0012484e-05,-0.00000e+00,
-8.0002486e-05,-0.00000e+00,
-7.9992489e-05,2.00001e-01,
-7.9982492e-05,-0.00000e+00,
-7.9972495e-05,-0.00000e+00,
-7.9962498e-05,-0.00000e+00,
-7.9952501e-05,-0.00000e+00,
-7.9942503e-05,-0.00000e+00,
-7.9932506e-05,-0.00000e+00,
-7.9922509e-05,2.00001e-01,
-7.9912512e-05,-0.00000e+00,
-7.9902515e-05,-0.00000e+00,
-7.9892518e-05,-0.00000e+00,
-7.9882520e-05,-0.00000e+00,
-7.9872523e-05,-0.00000e+00,
-7.9862526e-05,2.00001e-01,
-7.9852529e-05,-0.00000e+00,
-7.9842532e-05,2.00001e-01,
-7.9832535e-05,-0.00000e+00,
-7.9822537e-05,-0.00000e+00,
-7.9812540e-05,2.00001e-01,
-7.9802543e-05,-0.00000e+00,
-7.9792546e-05,2.00001e-01,
-7.9782549e-05,-0.00000e+00,
-7.9772552e-05,2.00001e-01,
-7.9762554e-05,-0.00000e+00,
-7.9752557e-05,-0.00000e+00,
-7.9742560e-05,2.00001e-01,
-7.9732563e-05,2.00001e-01,
-7.9722566e-05,-0.00000e+00,
-7.9712569e-05,-0.00000e+00,
-7.9702571e-05,-0.00000e+00,
-7.9692574e-05,2.00001e-01,
-7.9682577e-05,-0.00000e+00,
-7.9672580e-05,2.00001e-01,
-7.9662583e-05,-0.00000e+00,
-7.9652586e-05,2.00001e-01,
-7.9642588e-05,-0.00000e+00,
-7.9632591e-05,2.00001e-01,
-7.9622594e-05,-0.00000e+00,
-7.9612597e-05,-0.00000e+00,
-7.9602600e-05,2.00001e-01,
-7.9592603e-05,-0.00000e+00,
-7.9582605e-05,-0.00000e+00,
-7.9572608e-05,2.00001e-01,
-7.9562611e-05,-0.00000e+00,
-7.9552614e-05,2.00001e-01,
-7.9542617e-05,-0.00000e+00,
-7.9532620e-05,-0.00000e+00,
-7.9522622e-05,2.00001e-01,
-7.9512625e-05,-0.00000e+00,
-7.9502628e-05,2.00001e-01,
-7.9492631e-05,2.00001e-01,
-7.9482634e-05,-0.00000e+00,
-7.9472637e-05,-0.00000e+00,
-7.9462639e-05,2.00001e-01,
-7.9452642e-05,2.00001e-01,
-7.9442645e-05,-0.00000e+00,
-7.9432648e-05,2.00001e-01,
-7.9422651e-05,2.00001e-01,
-7.9412654e-05,-0.00000e+00,
-7.9402656e-05,-0.00000e+00,
-7.9392659e-05,2.00001e-01,
-7.9382662e-05,-0.00000e+00,
-7.9372665e-05,2.00001e-01,
-7.9362668e-05,-0.00000e+00,
-7.9352671e-05,-0.00000e+00,
-7.9342673e-05,-0.00000e+00,
-7.9332676e-05,2.00001e-01,
-7.9322679e-05,-0.00000e+00,
-7.9312682e-05,-0.00000e+00,
-7.9302685e-05,-0.00000e+00,
-7.9292688e-05,2.00001e-01,
-7.9282690e-05,-0.00000e+00,
-7.9272693e-05,2.00001e-01,
-7.9262696e-05,-0.00000e+00,
-7.9252699e-05,-0.00000e+00,
-7.9242702e-05,-0.00000e+00,
-7.9232705e-05,2.00001e-01,
-7.9222707e-05,-0.00000e+00,
-7.9212710e-05,-0.00000e+00,
-7.9202713e-05,2.00001e-01,
-7.9192716e-05,-0.00000e+00,
-7.9182719e-05,2.00001e-01,
-7.9172722e-05,-0.00000e+00,
-7.9162724e-05,-0.00000e+00,
-7.9152727e-05,2.00001e-01,
-7.9142730e-05,-0.00000e+00,
-7.9132733e-05,2.00001e-01,
-7.9122736e-05,2.00001e-01,
-7.9112739e-05,-0.00000e+00,
-7.9102741e-05,2.00001e-01,
-7.9092744e-05,2.00001e-01,
-7.9082747e-05,2.00001e-01,
-7.9072750e-05,-0.00000e+00,
-7.9062753e-05,-0.00000e+00,
-7.9052756e-05,2.00001e-01,
-7.9042758e-05,-0.00000e+00,
-7.9032761e-05,-0.00000e+00,
-7.9022764e-05,2.00001e-01,
-7.9012767e-05,-0.00000e+00,
-7.9002770e-05,2.00001e-01,
-7.8992773e-05,-0.00000e+00,
-7.8982775e-05,2.00001e-01,
-7.8972778e-05,2.00001e-01,
-7.8962781e-05,-0.00000e+00,
-7.8952784e-05,2.00001e-01,
-7.8942787e-05,-0.00000e+00,
-7.8932790e-05,2.00001e-01,
-7.8922792e-05,-0.00000e+00,
-7.8912795e-05,-0.00000e+00,
-7.8902798e-05,-0.00000e+00,
-7.8892801e-05,-0.00000e+00,
-7.8882804e-05,2.00001e-01,
-7.8872807e-05,-0.00000e+00,
-7.8862809e-05,-0.00000e+00,
-7.8852812e-05,-0.00000e+00,
-7.8842815e-05,-0.00000e+00,
-7.8832818e-05,-0.00000e+00,
-7.8822821e-05,-0.00000e+00,
-7.8812824e-05,-0.00000e+00,
-7.8802826e-05,-0.00000e+00,
-7.8792829e-05,-0.00000e+00,
-7.8782832e-05,-0.00000e+00,
-7.8772835e-05,-0.00000e+00,
-7.8762838e-05,-0.00000e+00,
-7.8752841e-05,-0.00000e+00,
-7.8742843e-05,-0.00000e+00,
-7.8732846e-05,-0.00000e+00,
-7.8722849e-05,2.00001e-01,
-7.8712852e-05,-0.00000e+00,
-7.8702855e-05,-0.00000e+00,
-7.8692858e-05,-0.00000e+00,
-7.8682860e-05,-0.00000e+00,
-7.8672863e-05,2.00001e-01,
-7.8662866e-05,2.00001e-01,
-7.8652869e-05,2.00001e-01,
-7.8642872e-05,-0.00000e+00,
-7.8632875e-05,-0.00000e+00,
-7.8622877e-05,2.00001e-01,
-7.8612880e-05,-0.00000e+00,
-7.8602883e-05,-0.00000e+00,
-7.8592886e-05,-0.00000e+00,
-7.8582889e-05,-0.00000e+00,
-7.8572892e-05,-0.00000e+00,
-7.8562894e-05,2.00001e-01,
-7.8552897e-05,-0.00000e+00,
-7.8542900e-05,-0.00000e+00,
-7.8532903e-05,-0.00000e+00,
-7.8522906e-05,-0.00000e+00,
-7.8512909e-05,-0.00000e+00,
-7.8502911e-05,-0.00000e+00,
-7.8492914e-05,-0.00000e+00,
-7.8482917e-05,-0.00000e+00,
-7.8472920e-05,-0.00000e+00,
-7.8462923e-05,-0.00000e+00,
-7.8452926e-05,2.00001e-01,
-7.8442928e-05,-0.00000e+00,
-7.8432931e-05,-0.00000e+00,
-7.8422934e-05,-0.00000e+00,
-7.8412937e-05,-0.00000e+00,
-7.8402940e-05,2.00001e-01,
-7.8392943e-05,2.00001e-01,
-7.8382946e-05,-0.00000e+00,
-7.8372948e-05,-0.00000e+00,
-7.8362951e-05,-0.00000e+00,
-7.8352954e-05,-0.00000e+00,
-7.8342957e-05,-0.00000e+00,
-7.8332960e-05,-0.00000e+00,
-7.8322963e-05,-0.00000e+00,
-7.8312965e-05,2.00001e-01,
-7.8302968e-05,-0.00000e+00,
-7.8292971e-05,-0.00000e+00,
-7.8282974e-05,-0.00000e+00,
-7.8272977e-05,-0.00000e+00,
-7.8262980e-05,2.00001e-01,
-7.8252982e-05,2.00001e-01,
-7.8242985e-05,-0.00000e+00,
-7.8232988e-05,-0.00000e+00,
-7.8222991e-05,-0.00000e+00,
-7.8212994e-05,-0.00000e+00,
-7.8202997e-05,-0.00000e+00,
-7.8192999e-05,-0.00000e+00,
-7.8183002e-05,-0.00000e+00,
-7.8173005e-05,-0.00000e+00,
-7.8163008e-05,2.00001e-01,
-7.8153011e-05,-0.00000e+00,
-7.8143014e-05,-0.00000e+00,
-7.8133016e-05,-0.00000e+00,
-7.8123019e-05,-0.00000e+00,
-7.8113022e-05,2.00001e-01,
-7.8103025e-05,-0.00000e+00,
-7.8093028e-05,-0.00000e+00,
-7.8083031e-05,-0.00000e+00,
-7.8073033e-05,-0.00000e+00,
-7.8063036e-05,2.00001e-01,
-7.8053039e-05,2.00001e-01,
-7.8043042e-05,-0.00000e+00,
-7.8033045e-05,-0.00000e+00,
-7.8023048e-05,-0.00000e+00,
-7.8013050e-05,-0.00000e+00,
-7.8003053e-05,2.00001e-01,
-7.7993056e-05,2.00001e-01,
-7.7983059e-05,-0.00000e+00,
-7.7973062e-05,-0.00000e+00,
-7.7963065e-05,-0.00000e+00,
-7.7953067e-05,2.00001e-01,
-7.7943070e-05,-0.00000e+00,
-7.7933073e-05,-0.00000e+00,
-7.7923076e-05,-0.00000e+00,
-7.7913079e-05,-0.00000e+00,
-7.7903082e-05,2.00001e-01,
-7.7893084e-05,2.00001e-01,
-7.7883087e-05,-0.00000e+00,
-7.7873090e-05,-0.00000e+00,
-7.7863093e-05,-0.00000e+00,
-7.7853096e-05,2.00001e-01,
-7.7843099e-05,-0.00000e+00,
-7.7833101e-05,-0.00000e+00,
-7.7823104e-05,-0.00000e+00,
-7.7813107e-05,2.00001e-01,
-7.7803110e-05,2.00001e-01,
-7.7793113e-05,2.00001e-01,
-7.7783116e-05,-0.00000e+00,
-7.7773118e-05,-0.00000e+00,
-7.7763121e-05,-0.00000e+00,
-7.7753124e-05,2.00001e-01,
-7.7743127e-05,-0.00000e+00,
-7.7733130e-05,-0.00000e+00,
-7.7723133e-05,-0.00000e+00,
-7.7713135e-05,-0.00000e+00,
-7.7703138e-05,-0.00000e+00,
-7.7693141e-05,2.00001e-01,
-7.7683144e-05,-0.00000e+00,
-7.7673147e-05,-0.00000e+00,
-7.7663150e-05,-0.00000e+00,
-7.7653152e-05,-0.00000e+00,
-7.7643155e-05,-0.00000e+00,
-7.7633158e-05,-0.00000e+00,
-7.7623161e-05,-0.00000e+00,
-7.7613164e-05,-0.00000e+00,
-7.7603167e-05,-0.00000e+00,
-7.7593169e-05,-0.00000e+00,
-7.7583172e-05,-0.00000e+00,
-7.7573175e-05,-0.00000e+00,
-7.7563178e-05,-0.00000e+00,
-7.7553181e-05,-0.00000e+00,
-7.7543184e-05,-0.00000e+00,
-7.7533186e-05,-0.00000e+00,
-7.7523189e-05,-0.00000e+00,
-7.7513192e-05,-0.00000e+00,
-7.7503195e-05,-0.00000e+00,
-7.7493198e-05,2.00001e-01,
-7.7483201e-05,-0.00000e+00,
-7.7473203e-05,-0.00000e+00,
-7.7463206e-05,2.00001e-01,
-7.7453209e-05,2.00001e-01,
-7.7443212e-05,-0.00000e+00,
-7.7433215e-05,-0.00000e+00,
-7.7423218e-05,-0.00000e+00,
-7.7413220e-05,2.00001e-01,
-7.7403223e-05,-0.00000e+00,
-7.7393226e-05,-0.00000e+00,
-7.7383229e-05,-0.00000e+00,
-7.7373232e-05,2.00001e-01,
-7.7363235e-05,-0.00000e+00,
-7.7353237e-05,-0.00000e+00,
-7.7343240e-05,-0.00000e+00,
-7.7333243e-05,2.00001e-01,
-7.7323246e-05,-0.00000e+00,
-7.7313249e-05,2.00001e-01,
-7.7303252e-05,-0.00000e+00,
-7.7293254e-05,2.00001e-01,
-7.7283257e-05,2.00001e-01,
-7.7273260e-05,-0.00000e+00,
-7.7263263e-05,2.00001e-01,
-7.7253266e-05,-0.00000e+00,
-7.7243269e-05,-0.00000e+00,
-7.7233271e-05,2.00001e-01,
-7.7223274e-05,2.00001e-01,
-7.7213277e-05,2.00001e-01,
-7.7203280e-05,-0.00000e+00,
-7.7193283e-05,2.00001e-01,
-7.7183286e-05,-0.00000e+00,
-7.7173288e-05,-0.00000e+00,
-7.7163291e-05,-0.00000e+00,
-7.7153294e-05,2.00001e-01,
-7.7143297e-05,2.00001e-01,
-7.7133300e-05,-0.00000e+00,
-7.7123303e-05,-0.00000e+00,
-7.7113305e-05,-0.00000e+00,
-7.7103308e-05,-0.00000e+00,
-7.7093311e-05,-0.00000e+00,
-7.7083314e-05,-0.00000e+00,
-7.7073317e-05,-0.00000e+00,
-7.7063320e-05,-0.00000e+00,
-7.7053322e-05,-0.00000e+00,
-7.7043325e-05,-0.00000e+00,
-7.7033328e-05,-0.00000e+00,
-7.7023331e-05,2.00001e-01,
-7.7013334e-05,-0.00000e+00,
-7.7003337e-05,-0.00000e+00,
-7.6993339e-05,-0.00000e+00,
-7.6983342e-05,2.00001e-01,
-7.6973345e-05,2.00001e-01,
-7.6963348e-05,2.00001e-01,
-7.6953351e-05,-0.00000e+00,
-7.6943354e-05,-0.00000e+00,
-7.6933356e-05,-0.00000e+00,
-7.6923359e-05,-0.00000e+00,
-7.6913362e-05,2.00001e-01,
-7.6903365e-05,-0.00000e+00,
-7.6893368e-05,2.00001e-01,
-7.6883371e-05,-0.00000e+00,
-7.6873373e-05,2.00001e-01,
-7.6863376e-05,-0.00000e+00,
-7.6853379e-05,2.00001e-01,
-7.6843382e-05,-0.00000e+00,
-7.6833385e-05,2.00001e-01,
-7.6823388e-05,2.00001e-01,
-7.6813390e-05,2.00001e-01,
-7.6803393e-05,2.00001e-01,
-7.6793396e-05,2.00001e-01,
-7.6783399e-05,2.00001e-01,
-7.6773402e-05,-0.00000e+00,
-7.6763405e-05,-0.00000e+00,
-7.6753407e-05,-0.00000e+00,
-7.6743410e-05,-0.00000e+00,
-7.6733413e-05,2.00001e-01,
-7.6723416e-05,2.00001e-01,
-7.6713419e-05,-0.00000e+00,
-7.6703422e-05,-0.00000e+00,
-7.6693424e-05,-0.00000e+00,
-7.6683427e-05,-0.00000e+00,
-7.6673430e-05,2.00001e-01,
-7.6663433e-05,2.00001e-01,
-7.6653436e-05,-0.00000e+00,
-7.6643439e-05,2.00001e-01,
-7.6633441e-05,-0.00000e+00,
-7.6623444e-05,2.00001e-01,
-7.6613447e-05,-0.00000e+00,
-7.6603450e-05,2.00001e-01,
-7.6593453e-05,2.00001e-01,
-7.6583456e-05,-0.00000e+00,
-7.6573459e-05,2.00001e-01,
-7.6563461e-05,2.00001e-01,
-7.6553464e-05,-0.00000e+00,
-7.6543467e-05,-0.00000e+00,
-7.6533470e-05,2.00001e-01,
-7.6523473e-05,2.00001e-01,
-7.6513476e-05,-0.00000e+00,
-7.6503478e-05,2.00001e-01,
-7.6493481e-05,-0.00000e+00,
-7.6483484e-05,2.00001e-01,
-7.6473487e-05,-0.00000e+00,
-7.6463490e-05,2.00001e-01,
-7.6453493e-05,2.00001e-01,
-7.6443495e-05,-0.00000e+00,
-7.6433498e-05,2.00001e-01,
-7.6423501e-05,-0.00000e+00,
-7.6413504e-05,-0.00000e+00,
-7.6403507e-05,-0.00000e+00,
-7.6393510e-05,-0.00000e+00,
-7.6383512e-05,-0.00000e+00,
-7.6373515e-05,-0.00000e+00,
-7.6363518e-05,2.00001e-01,
-7.6353521e-05,-0.00000e+00,
-7.6343524e-05,2.00001e-01,
-7.6333527e-05,-0.00000e+00,
-7.6323529e-05,-0.00000e+00,
-7.6313532e-05,-0.00000e+00,
-7.6303535e-05,-0.00000e+00,
-7.6293538e-05,2.00001e-01,
-7.6283541e-05,-0.00000e+00,
-7.6273544e-05,2.00001e-01,
-7.6263546e-05,-0.00000e+00,
-7.6253549e-05,-0.00000e+00,
-7.6243552e-05,2.00001e-01,
-7.6233555e-05,2.00001e-01,
-7.6223558e-05,-0.00000e+00,
-7.6213561e-05,2.00001e-01,
-7.6203563e-05,-0.00000e+00,
-7.6193566e-05,2.00001e-01,
-7.6183569e-05,-0.00000e+00,
-7.6173572e-05,-0.00000e+00,
-7.6163575e-05,2.00001e-01,
-7.6153578e-05,-0.00000e+00,
-7.6143580e-05,2.00001e-01,
-7.6133583e-05,2.00001e-01,
-7.6123586e-05,-0.00000e+00,
-7.6113589e-05,-0.00000e+00,
-7.6103592e-05,-0.00000e+00,
-7.6093595e-05,-0.00000e+00,
-7.6083597e-05,-0.00000e+00,
-7.6073600e-05,2.00001e-01,
-7.6063603e-05,-0.00000e+00,
-7.6053606e-05,-0.00000e+00,
-7.6043609e-05,-0.00000e+00,
-7.6033612e-05,-0.00000e+00,
-7.6023614e-05,-0.00000e+00,
-7.6013617e-05,2.00001e-01,
-7.6003620e-05,-0.00000e+00,
-7.5993623e-05,-0.00000e+00,
-7.5983626e-05,-0.00000e+00,
-7.5973629e-05,-0.00000e+00,
-7.5963631e-05,-0.00000e+00,
-7.5953634e-05,-0.00000e+00,
-7.5943637e-05,-0.00000e+00,
-7.5933640e-05,2.00001e-01,
-7.5923643e-05,-0.00000e+00,
-7.5913646e-05,-0.00000e+00,
-7.5903648e-05,-0.00000e+00,
-7.5893651e-05,2.00001e-01,
-7.5883654e-05,-0.00000e+00,
-7.5873657e-05,-0.00000e+00,
-7.5863660e-05,-0.00000e+00,
-7.5853663e-05,-0.00000e+00,
-7.5843665e-05,2.00001e-01,
-7.5833668e-05,-0.00000e+00,
-7.5823671e-05,-0.00000e+00,
-7.5813674e-05,-0.00000e+00,
-7.5803677e-05,-0.00000e+00,
-7.5793680e-05,-0.00000e+00,
-7.5783682e-05,2.00001e-01,
-7.5773685e-05,2.00001e-01,
-7.5763688e-05,2.00001e-01,
-7.5753691e-05,-0.00000e+00,
-7.5743694e-05,2.00001e-01,
-7.5733697e-05,-0.00000e+00,
-7.5723699e-05,-0.00000e+00,
-7.5713702e-05,-0.00000e+00,
-7.5703705e-05,-0.00000e+00,
-7.5693708e-05,-0.00000e+00,
-7.5683711e-05,-0.00000e+00,
-7.5673714e-05,-0.00000e+00,
-7.5663716e-05,-0.00000e+00,
-7.5653719e-05,2.00001e-01,
-7.5643722e-05,-0.00000e+00,
-7.5633725e-05,-0.00000e+00,
-7.5623728e-05,-0.00000e+00,
-7.5613731e-05,-0.00000e+00,
-7.5603733e-05,2.00001e-01,
-7.5593736e-05,2.00001e-01,
-7.5583739e-05,-0.00000e+00,
-7.5573742e-05,-0.00000e+00,
-7.5563745e-05,2.00001e-01,
-7.5553748e-05,-0.00000e+00,
-7.5543750e-05,-0.00000e+00,
-7.5533753e-05,2.00001e-01,
-7.5523756e-05,-0.00000e+00,
-7.5513759e-05,-0.00000e+00,
-7.5503762e-05,-0.00000e+00,
-7.5493765e-05,-0.00000e+00,
-7.5483767e-05,2.00001e-01,
-7.5473770e-05,-0.00000e+00,
-7.5463773e-05,-0.00000e+00,
-7.5453776e-05,-0.00000e+00,
-7.5443779e-05,-0.00000e+00,
-7.5433782e-05,2.00001e-01,
-7.5423784e-05,-0.00000e+00,
-7.5413787e-05,-0.00000e+00,
-7.5403790e-05,-0.00000e+00,
-7.5393793e-05,-0.00000e+00,
-7.5383796e-05,-0.00000e+00,
-7.5373799e-05,2.00001e-01,
-7.5363801e-05,-0.00000e+00,
-7.5353804e-05,-0.00000e+00,
-7.5343807e-05,-0.00000e+00,
-7.5333810e-05,-0.00000e+00,
-7.5323813e-05,2.00001e-01,
-7.5313816e-05,-0.00000e+00,
-7.5303818e-05,-0.00000e+00,
-7.5293821e-05,-0.00000e+00,
-7.5283824e-05,-0.00000e+00,
-7.5273827e-05,-0.00000e+00,
-7.5263830e-05,-0.00000e+00,
-7.5253833e-05,-0.00000e+00,
-7.5243835e-05,-0.00000e+00,
-7.5233838e-05,2.00001e-01,
-7.5223841e-05,-0.00000e+00,
-7.5213844e-05,2.00001e-01,
-7.5203847e-05,-0.00000e+00,
-7.5193850e-05,-0.00000e+00,
-7.5183852e-05,2.00001e-01,
-7.5173855e-05,-0.00000e+00,
-7.5163858e-05,-0.00000e+00,
-7.5153861e-05,-0.00000e+00,
-7.5143864e-05,2.00001e-01,
-7.5133867e-05,-0.00000e+00,
-7.5123869e-05,-0.00000e+00,
-7.5113872e-05,2.00001e-01,
-7.5103875e-05,2.00001e-01,
-7.5093878e-05,2.00001e-01,
-7.5083881e-05,-0.00000e+00,
-7.5073884e-05,-0.00000e+00,
-7.5063886e-05,-0.00000e+00,
-7.5053889e-05,-0.00000e+00,
-7.5043892e-05,-0.00000e+00,
-7.5033895e-05,2.00001e-01,
-7.5023898e-05,-0.00000e+00,
-7.5013901e-05,-0.00000e+00,
-7.5003903e-05,-0.00000e+00,
-7.4993906e-05,-0.00000e+00,
-7.4983909e-05,-0.00000e+00,
-7.4973912e-05,-0.00000e+00,
-7.4963915e-05,-0.00000e+00,
-7.4953918e-05,-0.00000e+00,
-7.4943920e-05,-0.00000e+00,
-7.4933923e-05,-0.00000e+00,
-7.4923926e-05,-0.00000e+00,
-7.4913929e-05,-0.00000e+00,
-7.4903932e-05,-0.00000e+00,
-7.4893935e-05,-0.00000e+00,
-7.4883937e-05,-0.00000e+00,
-7.4873940e-05,-0.00000e+00,
-7.4863943e-05,-0.00000e+00,
-7.4853946e-05,2.00001e-01,
-7.4843949e-05,-0.00000e+00,
-7.4833952e-05,-0.00000e+00,
-7.4823954e-05,-0.00000e+00,
-7.4813957e-05,-0.00000e+00,
-7.4803960e-05,-0.00000e+00,
-7.4793963e-05,-0.00000e+00,
-7.4783966e-05,-0.00000e+00,
-7.4773969e-05,-0.00000e+00,
-7.4763971e-05,-0.00000e+00,
-7.4753974e-05,-0.00000e+00,
-7.4743977e-05,-0.00000e+00,
-7.4733980e-05,-0.00000e+00,
-7.4723983e-05,-0.00000e+00,
-7.4713986e-05,-0.00000e+00,
-7.4703989e-05,-0.00000e+00,
-7.4693991e-05,2.00001e-01,
-7.4683994e-05,-0.00000e+00,
-7.4673997e-05,2.00001e-01,
-7.4664000e-05,-0.00000e+00,
-7.4654003e-05,-0.00000e+00,
-7.4644006e-05,2.00001e-01,
