Time,X(CH1),X(CH2),
Second,Volt,Volt,
-1.2000000e+00,-0.00000e+00,1.24000e+00,
-1.1997070e+00,-0.00000e+00,1.24000e+00,
-1.1994140e+00,-0.00000e+00,1.24000e+00,
-1.1991210e+00,-0.00000e+00,1.24000e+00,
-1.1988280e+00,-0.00000e+00,1.24000e+00,
-1.1985350e+00,-0.00000e+00,1.24000e+00,
-1.1982419e+00,-0.00000e+00,1.24000e+00,
-1.1979489e+00,-0.00000e+00,1.24000e+00,
-1.1976559e+00,-0.00000e+00,1.24000e+00,
-1.1973629e+00,-0.00000e+00,1.24000e+00,
-1.1970699e+00,-0.00000e+00,1.24000e+00,
-1.1967769e+00,-0.00000e+00,1.24000e+00,
-1.1964839e+00,-0.00000e+00,1.24000e+00,
-1.1961908e+00,-0.00000e+00,1.24000e+00,
-1.1958978e+00,-0.00000e+00,1.24000e+00,
-1.1956048e+00,-0.00000e+00,1.24000e+00,
-1.1953118e+00,-0.00000e+00,1.24000e+00,
-1.1950188e+00,-0.00000e+00,1.24000e+00,
-1.1947258e+00,-0.00000e+00,1.24000e+00,
-1.1944327e+00,-0.00000e+00,1.24000e+00,
-1.1941397e+00,-0.00000e+00,1.24000e+00,
-1.1938467e+00,-0.00000e+00,1.24000e+00,
-1.1935537e+00,-0.00000e+00,1.24000e+00,
-1.1932607e+00,-0.00000e+00,1.24000e+00,
-1.1929677e+00,-0.00000e+00,1.24000e+00,
-1.1926746e+00,2.00001e-01,1.24000e+00,
-1.1923816e+00,-0.00000e+00,1.24000e+00,
-1.1920886e+00,2.00001e-01,1.24000e+00,
-1.1917956e+00,-0.00000e+00,1.24000e+00,
-1.1915026e+00,-0.00000e+00,1.24000e+00,
-1.1912096e+00,-0.00000e+00,1.24000e+00,
-1.1909165e+00,-0.00000e+00,1.24000e+00,
-1.1906235e+00,2.00001e-01,1.24000e+00,
-1.1903305e+00,2.00001e-01,1.24000e+00,
-1.1900375e+00,-0.00000e+00,1.24000e+00,
-1.1897445e+00,2.00001e-01,1.24000e+00,
-1.1894515e+00,-0.00000e+00,1.24000e+00,
-1.1891584e+00,-0.00000e+00,1.24000e+00,
-1.1888654e+00,-0.00000e+00,1.24000e+00,
-1.1885724e+00,-0.00000e+00,1.24000e+00,
-1.1882794e+00,-0.00000e+00,1.24000e+00,
-1.1879864e+00,-0.00000e+00,1.24000e+00,
-1.1876934e+00,-0.00000e+00,1.24000e+00,
-1.1874003e+00,-0.00000e+00,1.24000e+00,
-1.1871073e+00,-0.00000e+00,1.24000e+00,
-1.1868143e+00,-0.00000e+00,1.24000e+00,
-1.1865213e+00,-0.00000e+00,1.24000e+00,
-1.1862283e+00,-0.00000e+00,1.24000e+00,
-1.1859353e+00,-0.00000e+00,1.24000e+00,
-1.1856422e+00,2.00001e-01,1.24000e+00,
-1.1853492e+00,2.00001e-01,1.28000e+00,
-1.1850562e+00,2.00001e-01,1.24000e+00,
-1.1847632e+00,-0.00000e+00,1.24000e+00,
-1.1844702e+00,2.00001e-01,1.24000e+00,
-1.1841772e+00,-0.00000e+00,1.24000e+00,
-1.1838841e+00,2.00001e-01,1.24000e+00,
-1.1835911e+00,-0.00000e+00,1.28000e+00,
-1.1832981e+00,-0.00000e+00,1.24000e+00,
-1.1830051e+00,-0.00000e+00,1.28000e+00,
-1.1827121e+00,-0.00000e+00,1.24000e+00,
-1.1824191e+00,-0.00000e+00,1.24000e+00,
-1.1821260e+00,2.00001e-01,1.28000e+00,
-1.1818330e+00,2.00001e-01,1.28000e+00,
-1.1815400e+00,2.00001e-01,1.28000e+00,
-1.1812470e+00,2.00001e-01,1.28000e+00,
-1.1809540e+00,-0.00000e+00,1.24000e+00,
-1.1806610e+00,-0.00000e+00,1.32000e+00,
-1.1803679e+00,-0.00000e+00,1.28000e+00,
-1.1800749e+00,-0.00000e+00,1.32000e+00,
-1.1797819e+00,-0.00000e+00,1.28000e+00,
-1.1794889e+00,-0.00000e+00,1.28000e+00,
-1.1791959e+00,-0.00000e+00,1.32000e+00,
-1.1789029e+00,-0.00000e+00,1.28000e+00,
-1.1786098e+00,-0.00000e+00,1.32000e+00,
-1.1783168e+00,-0.00000e+00,1.32000e+00,
-1.1780238e+00,-0.00000e+00,1.28000e+00,
-1.1777308e+00,-0.00000e+00,1.32000e+00,
-1.1774378e+00,-0.00000e+00,1.32000e+00,
-1.1771448e+00,-0.00000e+00,1.32000e+00,
-1.1768517e+00,-0.00000e+00,1.32000e+00,
-1.1765587e+00,-0.00000e+00,1.32000e+00,
-1.1762657e+00,-0.00000e+00,1.28000e+00,
-1.1759727e+00,-0.00000e+00,1.28000e+00,
-1.1756797e+00,-0.00000e+00,1.32000e+00,
-1.1753867e+00,-0.00000e+00,1.32000e+00,
-1.1750937e+00,-0.00000e+00,1.32000e+00,
-1.1748006e+00,-0.00000e+00,1.28000e+00,
-1.1745076e+00,-0.00000e+00,1.32000e+00,
-1.1742146e+00,2.00001e-01,1.32000e+00,
-1.1739216e+00,-0.00000e+00,1.32000e+00,
-1.1736286e+00,2.00001e-01,1.32000e+00,
-1.1733356e+00,-0.00000e+00,1.32000e+00,
-1.1730425e+00,-0.00000e+00,1.32000e+00,
-1.1727495e+00,-0.00000e+00,1.32000e+00,
-1.1724565e+00,-0.00000e+00,1.32000e+00,
-1.1721635e+00,-0.00000e+00,1.32000e+00,
-1.1718705e+00,-0.00000e+00,1.32000e+00,
-1.1715775e+00,-0.00000e+00,1.32000e+00,
-1.1712844e+00,-0.00000e+00,1.32000e+00,
-1.1709914e+00,-0.00000e+00,1.32000e+00,
-1.1706984e+00,-0.00000e+00,1.32000e+00,
-1.1704054e+00,2.00001e-01,1.32000e+00,
-1.1701124e+00,2.00001e-01,1.36000e+00,
-1.1698194e+00,-0.00000e+00,1.28000e+00,
-1.1695263e+00,-0.00000e+00,1.36000e+00,
-1.1692333e+00,-0.00000e+00,1.36000e+00,
-1.1689403e+00,-0.00000e+00,1.36000e+00,
-1.1686473e+00,-0.00000e+00,1.36000e+00,
-1.1683543e+00,-0.00000e+00,1.36000e+00,
-1.1680613e+00,-0.00000e+00,1.32000e+00,
-1.1677682e+00,-0.00000e+00,1.36000e+00,
-1.1674752e+00,-0.00000e+00,1.32000e+00,
-1.1671822e+00,2.00001e-01,1.36000e+00,
-1.1668892e+00,-0.00000e+00,1.36000e+00,
-1.1665962e+00,-0.00000e+00,1.36000e+00,
-1.1663032e+00,-0.00000e+00,1.36000e+00,
-1.1660101e+00,-0.00000e+00,1.36000e+00,
-1.1657171e+00,-0.00000e+00,1.36000e+00,
-1.1654241e+00,-0.00000e+00,1.36000e+00,
-1.1651311e+00,-0.00000e+00,1.40000e+00,
-1.1648381e+00,2.00001e-01,1.36000e+00,
-1.1645451e+00,2.00001e-01,1.40000e+00,
-1.1642520e+00,-0.00000e+00,1.36000e+00,
-1.1639590e+00,2.00001e-01,1.40000e+00,
-1.1636660e+00,-0.00000e+00,1.36000e+00,
-1.1633730e+00,2.00001e-01,1.36000e+00,
-1.1630800e+00,-0.00000e+00,1.36000e+00,
-1.1627870e+00,-0.00000e+00,1.40000e+00,
-1.1624939e+00,2.00001e-01,1.40000e+00,
-1.1622009e+00,-0.00000e+00,1.36000e+00,
-1.1619079e+00,-0.00000e+00,1.36000e+00,
-1.1616149e+00,-0.00000e+00,1.40000e+00,
-1.1613219e+00,-0.00000e+00,1.40000e+00,
-1.1610289e+00,2.00001e-01,1.36000e+00,
-1.1607358e+00,-0.00000e+00,1.40000e+00,
-1.1604428e+00,-0.00000e+00,1.36000e+00,
-1.1601498e+00,-0.00000e+00,1.40000e+00,
-1.1598568e+00,-0.00000e+00,1.40000e+00,
-1.1595638e+00,-0.00000e+00,1.40000e+00,
-1.1592708e+00,2.00001e-01,1.40000e+00,
-1.1589777e+00,-0.00000e+00,1.36000e+00,
-1.1586847e+00,-0.00000e+00,1.40000e+00,
-1.1583917e+00,-0.00000e+00,1.40000e+00,
-1.1580987e+00,-0.00000e+00,1.40000e+00,
-1.1578057e+00,-0.00000e+00,1.40000e+00,
-1.1575127e+00,-0.00000e+00,1.40000e+00,
-1.1572196e+00,-0.00000e+00,1.40000e+00,
-1.1569266e+00,-0.00000e+00,1.40000e+00,
-1.1566336e+00,-0.00000e+00,1.40000e+00,
-1.1563406e+00,-0.00000e+00,1.40000e+00,
-1.1560476e+00,2.00001e-01,1.40000e+00,
-1.1557546e+00,-0.00000e+00,1.40000e+00,
-1.1554615e+00,-0.00000e+00,1.40000e+00,
-1.1551685e+00,2.00001e-01,1.40000e+00,
-1.1548755e+00,-0.00000e+00,1.40000e+00,
-1.1545825e+00,-0.00000e+00,1.40000e+00,
-1.1542895e+00,2.00001e-01,1.40000e+00,
-1.1539965e+00,-0.00000e+00,1.36000e+00,
-1.1537035e+00,-0.00000e+00,1.40000e+00,
-1.1534104e+00,-0.00000e+00,1.40000e+00,
-1.1531174e+00,-0.00000e+00,1.40000e+00,
-1.1528244e+00,2.00001e-01,1.40000e+00,
-1.1525314e+00,-0.00000e+00,1.40000e+00,
-1.1522384e+00,2.00001e-01,1.40000e+00,
-1.1519454e+00,-0.00000e+00,1.40000e+00,
-1.1516523e+00,-0.00000e+00,1.40000e+00,
-1.1513593e+00,2.00001e-01,1.40000e+00,
-1.1510663e+00,2.00001e-01,1.40000e+00,
-1.1507733e+00,-0.00000e+00,1.40000e+00,
-1.1504803e+00,-0.00000e+00,1.40000e+00,
-1.1501873e+00,-0.00000e+00,1.40000e+00,
-1.1498942e+00,-0.00000e+00,1.40000e+00,
-1.1496012e+00,-0.00000e+00,1.40000e+00,
-1.1493082e+00,-0.00000e+00,1.40000e+00,
-1.1490152e+00,-0.00000e+00,1.40000e+00,
-1.1487222e+00,2.00001e-01,1.40000e+00,
-1.1484292e+00,-0.00000e+00,1.40000e+00,
-1.1481361e+00,2.00001e-01,1.44000e+00,
-1.1478431e+00,2.00001e-01,1.44000e+00,
-1.1475501e+00,-0.00000e+00,1.44000e+00,
-1.1472571e+00,-0.00000e+00,1.40000e+00,
-1.1469641e+00,-0.00000e+00,1.40000e+00,
-1.1466711e+00,2.00001e-01,1.44000e+00,
-1.1463780e+00,-0.00000e+00,1.44000e+00,
-1.1460850e+00,2.00001e-01,1.40000e+00,
-1.1457920e+00,-0.00000e+00,1.44000e+00,
-1.1454990e+00,2.00001e-01,1.44000e+00,
-1.1452060e+00,2.00001e-01,1.44000e+00,
-1.1449130e+00,-0.00000e+00,1.44000e+00,
-1.1446199e+00,2.00001e-01,1.44000e+00,
-1.1443269e+00,2.00001e-01,1.44000e+00,
-1.1440339e+00,-0.00000e+00,1.40000e+00,
-1.1437409e+00,2.00001e-01,1.44000e+00,
-1.1434479e+00,-0.00000e+00,1.48000e+00,
-1.1431549e+00,-0.00000e+00,1.48000e+00,
-1.1428618e+00,-0.00000e+00,1.48000e+00,
-1.1425688e+00,-0.00000e+00,1.48000e+00,
-1.1422758e+00,-0.00000e+00,1.48000e+00,
-1.1419828e+00,-0.00000e+00,1.48000e+00,
-1.1416898e+00,-0.00000e+00,1.48000e+00,
-1.1413968e+00,-0.00000e+00,1.48000e+00,
-1.1411037e+00,-0.00000e+00,1.48000e+00,
-1.1408107e+00,-0.00000e+00,1.48000e+00,
-1.1405177e+00,-0.00000e+00,1.48000e+00,
-1.1402247e+00,2.00001e-01,1.48000e+00,
-1.1399317e+00,-0.00000e+00,1.40000e+00,
-1.1396387e+00,-0.00000e+00,1.48000e+00,
-1.1393456e+00,-0.00000e+00,1.48000e+00,
-1.1390526e+00,2.00001e-01,1.48000e+00,
-1.1387596e+00,-0.00000e+00,1.48000e+00,
-1.1384666e+00,-0.00000e+00,1.48000e+00,
-1.1381736e+00,-0.00000e+00,1.48000e+00,
-1.1378806e+00,-0.00000e+00,1.48000e+00,
-1.1375875e+00,-0.00000e+00,1.48000e+00,
-1.1372945e+00,-0.00000e+00,1.48000e+00,
-1.1370015e+00,-0.00000e+00,1.48000e+00,
-1.1367085e+00,-0.00000e+00,1.48000e+00,
-1.1364155e+00,-0.00000e+00,1.48000e+00,
-1.1361225e+00,-0.00000e+00,1.48000e+00,
-1.1358294e+00,-0.00000e+00,1.48000e+00,
-1.1355364e+00,-0.00000e+00,1.48000e+00,
-1.1352434e+00,-0.00000e+00,1.52000e+00,
-1.1349504e+00,-0.00000e+00,1.48000e+00,
-1.1346574e+00,-0.00000e+00,1.48000e+00,
-1.1343644e+00,-0.00000e+00,1.48000e+00,
-1.1340714e+00,2.00001e-01,1.48000e+00,
-1.1337783e+00,-0.00000e+00,1.52000e+00,
-1.1334853e+00,-0.00000e+00,1.48000e+00,
-1.1331923e+00,2.00001e-01,1.48000e+00,
-1.1328993e+00,-0.00000e+00,1.48000e+00,
-1.1326063e+00,-0.00000e+00,1.52000e+00,
-1.1323133e+00,-0.00000e+00,1.48000e+00,
-1.1320202e+00,-0.00000e+00,1.52000e+00,
-1.1317272e+00,-0.00000e+00,1.52000e+00,
-1.1314342e+00,-0.00000e+00,1.52000e+00,
-1.1311412e+00,2.00001e-01,1.52000e+00,
-1.1308482e+00,-0.00000e+00,1.52000e+00,
-1.1305552e+00,-0.00000e+00,1.52000e+00,
-1.1302621e+00,-0.00000e+00,1.52000e+00,
-1.1299691e+00,-0.00000e+00,1.52000e+00,
-1.1296761e+00,-0.00000e+00,1.52000e+00,
-1.1293831e+00,-0.00000e+00,1.52000e+00,
-1.1290901e+00,-0.00000e+00,1.52000e+00,
-1.1287971e+00,2.00001e-01,1.52000e+00,
-1.1285040e+00,-0.00000e+00,1.52000e+00,
-1.1282110e+00,-0.00000e+00,1.52000e+00,
-1.1279180e+00,-0.00000e+00,1.52000e+00,
-1.1276250e+00,-0.00000e+00,1.56000e+00,
-1.1273320e+00,2.00001e-01,1.56000e+00,
-1.1270390e+00,-0.00000e+00,1.52000e+00,
-1.1267459e+00,-0.00000e+00,1.56000e+00,
-1.1264529e+00,2.00001e-01,1.56000e+00,
-1.1261599e+00,-0.00000e+00,1.56000e+00,
-1.1258669e+00,-0.00000e+00,1.56000e+00,
-1.1255739e+00,2.00001e-01,1.56000e+00,
-1.1252809e+00,2.00001e-01,1.56000e+00,
-1.1249878e+00,-0.00000e+00,1.56000e+00,
-1.1246948e+00,2.00001e-01,1.56000e+00,
-1.1244018e+00,-0.00000e+00,1.56000e+00,
-1.1241088e+00,-0.00000e+00,1.56000e+00,
-1.1238158e+00,-0.00000e+00,1.52000e+00,
-1.1235228e+00,-0.00000e+00,1.56000e+00,
-1.1232297e+00,-0.00000e+00,1.56000e+00,
-1.1229367e+00,-0.00000e+00,1.52000e+00,
-1.1226437e+00,-0.00000e+00,1.56000e+00,
-1.1223507e+00,-0.00000e+00,1.56000e+00,
-1.1220577e+00,-0.00000e+00,1.56000e+00,
-1.1217647e+00,-0.00000e+00,1.56000e+00,
-1.1214716e+00,-0.00000e+00,1.56000e+00,
-1.1211786e+00,-0.00000e+00,1.56000e+00,
-1.1208856e+00,-0.00000e+00,1.56000e+00,
-1.1205926e+00,-0.00000e+00,1.56000e+00,
-1.1202996e+00,-0.00000e+00,1.56000e+00,
-1.1200066e+00,-0.00000e+00,1.56000e+00,
-1.1197135e+00,-0.00000e+00,1.56000e+00,
-1.1194205e+00,-0.00000e+00,1.56000e+00,
-1.1191275e+00,-0.00000e+00,1.56000e+00,
-1.1188345e+00,-0.00000e+00,1.56000e+00,
-1.1185415e+00,-0.00000e+00,1.56000e+00,
-1.1182485e+00,-0.00000e+00,1.56000e+00,
-1.1179554e+00,-0.00000e+00,1.56000e+00,
-1.1176624e+00,2.00001e-01,1.56000e+00,
-1.1173694e+00,-0.00000e+00,1.56000e+00,
-1.1170764e+00,-0.00000e+00,1.56000e+00,
-1.1167834e+00,-0.00000e+00,1.56000e+00,
-1.1164904e+00,2.00001e-01,1.56000e+00,
-1.1161973e+00,2.00001e-01,1.56000e+00,
-1.1159043e+00,2.00001e-01,1.56000e+00,
-1.1156113e+00,-0.00000e+00,1.56000e+00,
-1.1153183e+00,-0.00000e+00,1.56000e+00,
-1.1150253e+00,-0.00000e+00,1.56000e+00,
-1.1147323e+00,2.00001e-01,1.56000e+00,
-1.1144392e+00,2.00001e-01,1.56000e+00,
-1.1141462e+00,-0.00000e+00,1.56000e+00,
-1.1138532e+00,-0.00000e+00,1.60000e+00,
-1.1135602e+00,-0.00000e+00,1.56000e+00,
-1.1132672e+00,-0.00000e+00,1.56000e+00,
-1.1129742e+00,-0.00000e+00,1.60000e+00,
-1.1126812e+00,-0.00000e+00,1.56000e+00,
-1.1123881e+00,-0.00000e+00,1.56000e+00,
-1.1120951e+00,-0.00000e+00,1.56000e+00,
-1.1118021e+00,-0.00000e+00,1.56000e+00,
-1.1115091e+00,2.00001e-01,1.56000e+00,
-1.1112161e+00,-0.00000e+00,1.56000e+00,
-1.1109231e+00,-0.00000e+00,1.60000e+00,
-1.1106300e+00,-0.00000e+00,1.56000e+00,
-1.1103370e+00,2.00001e-01,1.60000e+00,
-1.1100440e+00,2.00001e-01,1.60000e+00,
-1.1097510e+00,2.00001e-01,1.64000e+00,
-1.1094580e+00,2.00001e-01,1.56000e+00,
-1.1091650e+00,-0.00000e+00,1.64000e+00,
-1.1088719e+00,2.00001e-01,1.64000e+00,
-1.1085789e+00,-0.00000e+00,1.60000e+00,
